pokemon,number_of_battles,Raw count,Items_petayaberry,Items_grepaberry,Items_scopelens,Items_chopleberry,Items_salacberry,Items_floatstone,Items_rockyhelmet,Items_magoberry,Items_figyberry,Items_focussash,Items_oranberry,Items_poisonmemory,Items_miracleseed,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_chestoberry,Items_electricseed,Items_assaultvest,Items_laggingtail,Items_lifeorb,Items_stickybarb,Items_ganlonberry,Items_expertbelt,Items_aguavberry,Items_ironball,Items_cobaberry,Items_weaknesspolicy,Items_kingsrock,Items_adrenalineorb,Items_damprock,Items_heavydutyboots,Items_choicescarf,Items_choicespecs,Items_widelens,Items_razorclaw,Items_nevermeltice,Items_leftovers,Items_mentalherb,Items_powerherb,Items_redcard,Items_quickclaw,Items_twistedspoon,Items_wiseglasses,Items_nothing,Items_silkscarf,Items_eviolite,Items_babiriberry,Items_ringtarget,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_sitrusberry,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_choiceband,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_lansatberry,Items_yacheberry,Items_grassyseed,Items_jabocaberry,Items_flyingmemory,Items_protectivepads,Items_sharpbeak,Items_blackglasses,Items_apicotberry,Items_rowapberry,Items_roseliberry,Items_heatrock,Items_keeberry,Items_heavyball,Items_shedshell,Items_pechaberry,Items_colburberry,Items_thickclub,Items_softsand,Items_rockmemory,Items_habanberry,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_lightclay,Items_cellbattery,Items_lovesweet,Items_airballoon,Items_bigroot,Items_ejectpack,Items_machobrace,Items_mistyseed,Items_starfberry,Items_focusband,Items_enigmaberry,Items_metalcoat,Items_leppaberry,Items_zoomlens,Items_powerbracer,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_shucaberry,Items_mysticwater,Items_smoothrock,Items_fullincense,Items_occaberry,Items_blackbelt,Items_silverpowder,Items_burndrive,Items_berryjuice,Items_passhoberry,Items_tangaberry,Items_firememory,Items_roseincense,Items_luminousmoss,Items_cheriberry,Items_poisonbarb,Items_gripclaw,Items_bindingband,Items_charcoal,Items_bugmemory,Items_utilityumbrella,Items_masterball,Items_goldbottlecap,Items_payapaberry,Items_aspearberry,Items_persimberry,Items_hardstone,Items_fairymemory,Items_lightball,Items_electricmemory,Items_oddincense,Items_pixieplate,Items_chilanberry,Items_electirizer,Items_healball,Items_energypowder,Items_sunstone,Items_dragonfang,Items_levelball,Items_dragonmemory,Items_rawstberry,Items_darkmemory,Items_psychicmemory,Items_icestone,Items_icyrock,Items_rindoberry,Items_seaincense,Items_waveincense,Items_cloversweet,Items_waterstone,Items_diveball,Items_watermemory,Items_powerband,Items_kebiaberry,Items_ghostmemory,Items_berrysweet,Items_ultraball,Items_duskstone,Items_spelltag,Items_powerlens,Items_ribbonsweet,Items_luxuryball,Items_moonball,Items_fightingmemory,Items_fossilizedbird,Items_ovalstone,Items_beastball,Items_adamantorb,Items_poweranklet,Items_leek,Items_tr43,Items_greatball,Items_snowball,Items_firestone,Items_tr89,Items_tr75,Items_grassmemory,Items_reapercloth,Items_dragonscale,Items_leafstone,Items_icememory,Items_rustedshield,Items_groundmemory,Items_steelmemory,Items_lustrousorb,Items_chippedpot,Items_deepseatooth,Items_tr28,Items_galaricacuff,Items_griseousorb,Items_loveball,Items_thunderstone,Items_blukberry,Items_tamatoberry,Items_kelpsyberry,Items_tr99,Items_powerweight,Items_netball,Items_prismscale,Items_quickball,Items_moonstone,Items_micleberry,Items_rarebone,Items_upgrade,Items_tr42,Items_quickpowder,Items_metalpowder,Items_dousedrive,Items_sachet,Items_fossilizeddino,Items_friendball,Items_powerbelt,Items_dreamball,Items_souldew,Items_crackedpot,Items_pokeball,Items_starsweet,Items_rustedsword,Items_nestball,Items_chilldrive,Items_flowersweet,Items_pomegberry,Items_dawnstone,Items_fastball,Items_bottlecap,Items_parkball,Items_safariball,Items_premierball,Items_magmarizer,Items_protector,Items_shinystone,Items_tr90,Items_destinyknot,Items_whippeddream,Items_fossilizeddrake,Items_shockdrive,Items_sweetapple,Items_cherishball,Items_dubiousdisc,Items_tr55,Items_tr98,Items_tr03,Items_tr13,Items_tr69,Items_strawberrysweet,Items_tr68,Items_hondewberry,Items_deepseascale,Items_pinapberry,Items_tr00,Items_fossilizedfish,Items_tr56,Items_tr71,Items_tr04,Items_tr34,Items_timerball,Items_tr38,Items_qualotberry,Items_duskball,Items_tr02,Items_repeatball,Items_tr26,Items_tr87,Items_tr59,Items_tr01,Items_tr10,Items_tr14,Items_tr72,Items_tartapple,Items_tr80,Items_tr24,Items_tr08
Ribombee,1628081,37461,0.0,,,,0.0,,0.0009666269,0.0,0.0005400626,5.5902931818,,,0.0,0.0001903712,0.0,0.0,,,6.77e-08,,0.0204884443,0.0,,0.0004029831,0.0009596441,0.0,0.0,0.0,,,,0.1587523946,0.014335807,0.1168222604,,,,0.0066619376,5.5809e-06,0.0,0.0,0.0,,0.0,0.000103987,,0.0,0.0001156617,0.2085847553,,,0.0002426161,,,,,1.2588e-06,0.0,3.6166e-06,1.864e-07,0.0,3.7162e-06,,0.0,4e-10,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0001318215,,0.0013811177,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,1.4e-09,,1.4975e-06,,4.363e-06,,,,,,,,0.0,,,,,,,,,,,,,,,0.0087766788,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Heatran,1628081,530483,,,0.0003131758,0.5522472998,0.0156266526,,0.1877161213,0.0011177196,2.56652e-05,0.3822511798,,,,,3.902e-07,0.0115191391,0.0095526367,,2.4795472777,,0.3114035275,0.0,,0.1394449237,0.2199927864,0.0001889041,,0.3095090025,8.29686e-05,,,0.9421329321,15.9397784145,26.7666584825,0.0474280378,0.0,,784.9602501622,0.0010514223,28.3479831052,3e-10,0.0007009528,,0.0026381385,0.0932399077,0.0,0.0024829413,,,5.23e-08,0.0,0.0,,0.0111054168,,,0.1383744676,1.465e-07,0.0014476723,3.8292e-06,0.0048243573,0.0,0.0120299226,1.111e-07,0.0138183414,2.2e-09,,0.0,0.0,,,0.0021886976,,,,,,0.0,,,0.0004486916,0.0,,,0.0,,,0.0,,,0.0044099482,,,7.27799e-05,0.0,,,,136.3359458164,,0.0008182984,,,0.0,0.0,,3.22794e-05,0.0,0.2555257151,,,0.000235639,,0.9631609384,,,,,1.6706e-06,,0.0,0.0,0.0001534589,,0.0,,,,,7.821e-07,0.0067428276,1.3722596086,,0.0,0.0,,,,,0.000406095,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.56397e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
Barbaracle,1628081,5632,,,0.0001483942,1e-10,0.0,,9e-10,,0.0,0.0617273116,,,,3.90905e-05,,0.0,,,0.0014213243,,1.93678e-05,,0.0,2.118e-06,0.0,,,0.0002273725,0.0,,,1.61e-08,1e-10,,0.0001649681,0.0009328795,,0.0004557452,1.54033e-05,1.625e-07,,1e-09,,,4.07352e-05,,,,,,,,,,0.0,,1.2588e-06,3e-10,,0.0,,,0.0,,7.6436e-06,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.2757381879,9e-10,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,0.2693010285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrantrum,1628081,13599,,,0.0,4.764e-07,0.0027831546,,0.0001907216,0.0,0.0,0.0033090741,2.46099e-05,,,,0.004088141,,9.4e-09,,0.0004442573,0.0,0.7128596226,0.0,0.0,0.0055782629,0.0006971725,,,0.1921455064,0.0,1e-10,,0.0046574919,0.3371976779,0.0,0.0090706276,1.224e-07,0.0,0.0015893603,,0.0,0.0,6e-10,0.0,,5.54699e-05,,0.0,0.0,,0.0,0.0263206346,,,2.588e-07,,,2.6279e-06,0.0078517908,0.0,0.0,,0.0,0.0,,0.8346823175,,,,,0.0,0.0,,,,0.0100593386,,0.0,0.0,,,,0.0,,,,,,2.924e-07,0.0,,0.0,0.1305173947,,,,,,,1.76072e-05,,,,,,,1e-10,,,0.0,,,0.0007815594,,0.0,2e-10,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,5.6762e-06,0.0937989498,,,,,,,,,,,1.34997e-05,,1.905e-07,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragapult,1628081,667469,1.15845e-05,,0.0005465571,0.0,0.0102366521,,0.0031413728,0.0002379461,0.0350215182,1.0417420879,0.0,,,0.0020840825,0.0,0.0005105505,0.0026755881,0.0,0.2365254557,5.1774e-06,87.5213005696,0.0,0.0,1.3745883786,0.5033149762,0.0,0.0,62.2380390791,0.8091466387,2e-10,0.0,109.1561258888,24.8201797269,690.3144060717,0.0036573945,0.0001251639,,136.3457088279,0.0051541566,0.3971474164,2.037e-06,0.0043478685,0.0,2.0982857567,0.1424596476,0.0,0.0079671254,2.14e-08,0.0,0.0077541434,0.0080687238,0.0,,0.0044273061,0.0005218396,0.0,0.0353346753,0.0662081594,0.0388235843,6e-10,0.0,0.0003757207,6.82809e-05,0.0,117.4904509661,0.0,,0.0015669282,1.745e-06,0.0,8.87883e-05,3.52161e-05,0.0,0.0,3.01e-08,0.0,0.0009738987,0.0,,0.0005691181,,0.0,0.0026614286,,0.0,1.3377553358,,,,1.54434e-05,0.0114867666,,,1.334e-07,0.0,0.7584657302,0.0001819828,,0.0055405775,,0.0004128793,,2.92328e-05,6.37745e-05,7.6591e-06,1.73357e-05,2e-10,0.0,9.2552e-06,,,0.0223542712,4.81776e-05,,0.0,,,0.0,1.21017e-05,0.0,,0.0,,0.0,,,,0.0,0.0,1.9e-09,0.0,0.0006806244,,0.0,6.47e-08,,0.0,,0.0038393649,,,1e-10,,,,,,0.0,8.89e-08,,1.3612540873,,0.0,0.0,,,,,,,,,,,,,,4.64524e-05,,,,4.6451800509,,,,0.0,,,,0.0,0.0,,,,,,,,,,,1e-10,0.0,,,,,2.26863e-05,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.988e-07,,,,,,,,,,,,
Terrakion,1628081,45741,0.0,,0.0,1.417e-07,0.0163139926,,0.0004382808,0.0,0.0003846168,9.4797374036,,,,,0.0,,9.17e-07,0.0,0.0246391563,,7.9054462521,,,0.4122345591,2.17395e-05,,,1.0507154294,0.0,1.82e-08,,0.0278543798,1.855951516,0.0,0.0002284066,0.0,,0.0108520226,,,1.55483e-05,0.0,,,1.311e-06,,0.0,,,0.0,0.0002138456,,,1.15667e-05,,,0.000842877,0.0127539214,0.0,0.0,,,0.0,,4.774887954,0.0071834902,,0.0,,,,,,,0.005365171,,,,,0.0,,0.0,,,,,,,,,0.0,9.48e-08,,1.20508e-05,,,,,0.0203109867,,0.0003695523,,,,0.0,,,,0.0002853651,,0.0,0.0006790847,,0.0,,0.0,,,6.5276e-06,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Gardevoir,1628081,41467,4.1e-09,,0.000165689,,0.1482899476,,2.88775e-05,0.0018827862,0.0398086631,0.042188711,,,,0.0002782002,1.43e-08,0.0001038954,0.0,9.823e-07,0.0539989409,0.0,0.2075325482,0.0,0.0,0.0005407355,0.0053987243,,,0.0015597211,3e-10,0.0,0.0,0.0318292368,2.182468187,0.2722599725,6.738e-07,,,0.1187607284,1.6639e-06,,0.0,0.0043124266,0.008204432,3.01279e-05,0.0014683541,,1.73244e-05,0.0002988909,0.0333261794,9.63361e-05,0.0,0.0,,0.0323928712,0.0,,2.646e-06,0.000310771,1.20002e-05,2.60015e-05,2.0162e-05,6.49e-08,0.0,0.0,0.0056165457,,,0.0,2.4169e-06,,,0.0,6.68383e-05,,0.0,0.0,0.0,1.76724e-05,0.0,,,0.0214583405,,,0.0,0.0012328223,,,,0.0,,,0.0,0.0,,0.0460445566,,,0.0003337866,0.0001610091,4.8155e-05,,,0.0490347499,0.000853324,,,0.0,0.0001445153,,4.02e-08,,8.0371e-06,0.0,,,7.29e-08,,0.0002123362,,,0.0003964457,,,,,,0.0,,,,,,,,,0.0,,,,7.91e-08,,0.0,2.86011e-05,0.0012584136,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,3.24081e-05,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regieleki,1628081,288111,0.0003036938,,0.0,,0.0011078777,,0.0097302496,0.0159017154,0.0026947007,0.4744593807,0.0,,1.209e-07,9e-09,0.0,0.0003598135,0.0322191667,0.0046522193,0.0903308251,0.0,3.1538507605,,,0.0085539937,0.0189377838,1.26649e-05,,0.0064917078,6e-09,0.0001141908,0.0,96.4279865366,0.4563649401,36.6233650572,0.000979987,0.0,,0.4233678456,0.0010584628,0.0004156278,0.0,9.5269e-05,,0.0085477387,0.1305927593,5.41718e-05,0.0004982767,0.0,0.0001053741,0.0178438734,0.0,0.0,,0.0008766464,3.29266e-05,4.8979305942,9.71694e-05,1.03463e-05,1.75848e-05,2.17776e-05,1.369e-06,9.5e-09,7.9e-09,0.0,0.2884128575,0.2277671036,,0.0,,5.3e-09,,0.0233756983,0.0,,0.0,,,,0.0002110919,,,0.0,,,0.0,,,,,,1.41e-08,0.0,0.0,0.0035069019,0.0,37.4143394163,6.11272e-05,,0.1720473328,,1.0517e-06,,,0.0,0.0005208417,0.0,,0.0,0.0013569989,,3.8e-09,2.7e-09,,0.0009985531,,,,,0.0048827231,,,0.0,0.0,,,,0.0,,,0.0156315193,0.0162624225,,,0.0,0.0,0.0,,,,9.02e-07,0.0,0.0772950222,2.4959e-05,,,,0.0003899692,,1.341e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Conkeldurr,1628081,74262,,,0.0,,,,4.06277e-05,0.0,8e-10,0.001365704,,,,0.000109467,,0.0,0.0,,2.2620593755,,0.0938055877,,,0.020568117,0.0001630786,0.0,0.0,0.0012352225,2.08e-08,0.0,,0.0005749436,0.0130190559,1e-10,0.0021599128,,,0.2598675249,,0.0,,8.2567e-06,0.0,,0.0016960464,,0.0025400824,,,0.0,0.0,,,0.0,,,7.75e-08,0.0140583185,0.0,23.7643744834,0.0,0.0,,0.0,1.1183586182,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,1.03128e-05,0.0,,,,,,,,0.0042886402,0.0,,0.0,,0.0,,,,2.4943e-06,,,9.378e-07,,,,,,,0.0025330649,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.0190421836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,1628081,100484,,,0.0,,0.0,,0.8762750948,0.0001788141,0.0,0.00025506,,,,0.0,,0.0,0.0,0.0,18.5719505106,0.0,0.030222157,,,5.0460895789,6.4e-09,,,0.0002488918,0.0,0.0,0.000322741,498.4134199301,7.4164e-06,0.931272315,,0.0,,16.6545973978,6.1015e-06,0.0,0.0,1.9545e-06,4.9954453678,0.0,0.0002228747,,2.71e-08,,0.0,,,,,,,,0.0068098331,0.0,0.0,,,0.0,,1.5e-09,0.0001252411,,0.0,0.0,,,,0.0,,,,,0.0,,,,0.0013842908,0.0,0.0369947872,0.0006685116,,0.0214743114,,,,,,,1.43228e-05,0.0090653445,,4.3257e-06,,,,,,,,,0.0,,,0.0,,,0.0,,0.000520513,,3.11763e-05,,,,,,,,,0.0,,,,,,,9.23091e-05,0.0,,0.0005967093,,,,,,,,,,2e-09,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drampa,1628081,3437,6.7896e-06,,,0.0,0.0,0.0,0.0001418822,,2.3483e-06,2.843e-07,,,,,0.0,0.0,0.0,,0.019415866,,5.2853820355,,0.0,0.0002036915,0.0001889226,,,1.921e-07,,,,5.50047e-05,0.0,0.0001444478,,,,0.030718186,,0.0001027856,0.0,0.0,,3e-10,0.0,0.0,8.8283e-06,,,0.0,,,,0.0,,,2.73042e-05,0.0,0.000114392,,0.0004072546,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,6.5363e-06,,,,,,,,,,0.0004789413,0.0,,,,,,,,,,1.3815e-05,,,,,,,,1.80277e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stunfisk,1628081,2831,,,0.0,,0.0,,0.0054712873,,0.0,8e-10,,,,,,0.0,4e-10,0.0,0.0012952277,,0.0,,,2.7e-09,0.0,,,0.0,,,0.0,0.0,,1.6106e-06,,,,24.8958318816,,,0.0,,,,4.20072e-05,,,,,,,,,,0.0,,0.0,,,,,3.5662e-06,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.11794e-05,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopunny,1628081,5224,,,,1.497e-07,0.0,,0.0,0.0,8.824e-06,0.0003808407,,,,0.0006769946,,1.571e-07,2e-10,,3.437346993,0.0001603925,0.0149389885,4.1586e-06,,1.6875e-06,4.85024e-05,0.0047677418,,0.0,0.0015824181,,0.0,0.0,0.0023169241,1.4401e-06,0.0001188124,0.0,,0.0002557863,0.0,,0.0,4.0662e-06,,,0.0005241047,2.19361e-05,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,0.000273538,0.0,0.0,0.0,,0.0141938254,1.127e-07,,0.0034202186,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,3.871e-07,,,0.0003753634,,,,,,5.84e-07,,1.7574e-06,,,,,,,,,,5.55176e-05,,,,,1.85984e-05,,4.6e-08,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Mow,1628081,9356,,,,,6.675e-07,,0.0002014186,0.0,0.0,2.08095e-05,8.9e-09,,0.0,0.0,,0.0,,,1.86288e-05,1.503e-07,0.0024001224,0.0,,2.35199e-05,0.0011720573,0.0,,0.0,,0.0,,0.0068808592,0.4038695206,0.0656837607,0.0,,,0.1401062826,0.0,,,3.317e-05,,0.0,5.1726e-06,0.0,2.21405e-05,,2.3e-08,1.23703e-05,,,,,,0.0008169199,0.0006752537,0.0,0.0,0.0,0.0,2.1941e-05,0.0,,0.0,,,,,,,2.1501e-06,,,,,0.0,,,,0.0,,,,,,,,,,0.0075952316,,,0.0755939624,,4.13e-08,,,,0.0,0.0191768734,0.0,,,,,,0.0,,,2e-10,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audino,1628081,3311,,,,0.0004302636,,,3.82371e-05,,,3.0888e-06,,,,,,1.77e-07,,0.0,3.305e-07,,0.0,0.0,,0.0,4.10763e-05,,,,,,0.0,0.4676128662,0.0,1.89e-08,,,,0.8291263025,3.85059e-05,0.0,,0.0,,,5.6662e-06,0.0001440258,,,,0.0,,2e-10,,,,,1.56897e-05,0.0,0.0,,0.0,,1.1274e-06,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0034156234,,,,,,,,,,,,3.55295e-05,,,,,,0.0001142755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,1628081,233618,,,1e-10,0.0,0.000245837,,0.1395062025,6.77627e-05,6.4673e-05,0.1600639767,0.0,,,0.0001268569,0.0,0.0001370809,0.0023934675,30.6764513446,0.0033585642,2.20645e-05,0.012418677,0.0,0.0,0.0034435934,0.0296186839,0.0,0.0,1.0660634764,0.003862202,0.0,,0.0212317342,0.0098199157,0.0001881689,2.086e-07,0.0,,0.0083993815,4.82462e-05,5.3703333643,0.0086652688,3.42742e-05,0.0,,0.0255407306,,4.22511e-05,,0.0,0.0,0.0833590203,0.0035906462,7.52578e-05,0.0,0.0,0.0,4.7053198812,0.0056067289,0.0001245804,1.3102e-06,0.0,0.0,0.0014278568,0.0,0.0907233223,0.0012564858,2.3497e-06,0.0,13.8940603778,0.0,0.0,111.3519768489,0.0,0.0,0.0,0.000182908,0.0044609389,0.0,,1.106e-07,0.0,0.0742736236,,,0.0,,,,0.0,,0.5724759684,,0.0,0.0,0.0,,3.223e-06,,3.745e-05,0.0,0.0,,2.4998653761,8.5e-09,0.0,0.0,6.9e-09,0.2705753382,,,,0.0017197373,,,2.331e-07,,,,0.0002521385,0.0,,0.0,,,0.0,,,0.0,0.1727246942,,,,,,0.0,,0.0001776514,,,0.0,,0.0001420999,0.0001443083,,,,,,0.0,,,,,0.030900859,,1.8173e-06,,,,,,,,,,,,0.0,,,,,,,,,1.5496e-06,,,,,,,4.2395e-06,,,,,,1.91481e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0002662398,,,,,,,,,,,,,0.0,,0.001317067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,
Sandslash-Alola,1628081,9657,,,0.0,0.0,0.0,,0.0006741332,0.0,0.0,0.038953095,0.0,,,,,0.0,,,0.0393959763,,3.5517327018,,,2.98735e-05,0.0001799659,0.0,,1.24e-08,0.0224970791,,0.0,0.0005350272,0.0005317313,,49.9257048661,0.002448142,9.4369e-06,0.0006282555,9.91e-08,,3.35866e-05,0.0,,,3.58377e-05,,0.0,,,0.0,,,,0.0056165189,7e-10,,0.0,0.0,0.0,,,9.8008e-06,1.4e-08,,0.0931993336,,,,,,,,,,0.0732790294,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,5e-10,,,,,,,,0.0,,,,,0.0020738673,,4.413e-06,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roserade,1628081,23946,0.0,,1e-10,,1.074e-06,0.0,7.7336e-06,,0.0002295761,0.5449879915,0.0,,0.0010580523,0.0,0.0,1.03711e-05,0.0,,0.0057731147,,0.2575103568,,,0.000563873,2.09602e-05,,0.0004087933,8.43e-08,0.0,,,0.0178435299,0.0878896257,0.0078084187,0.0002937052,0.0,,0.0023210406,0.0,5.4473e-06,1e-10,0.0,,0.0,0.0005232992,,0.0,,,,,0.2294674249,0.0,7.886e-07,7.341e-07,,9.68578e-05,2.1104e-06,1.3523e-06,,,0.0003956055,0.0,,8.86e-08,,,0.0,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0023438243,,0.0,0.0001737611,,,,,0.0,0.0023618443,0.0008435596,,,,0.0025458427,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
