pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_psychicseed,Items_petayaberry,Items_chopleberry,Items_floatstone,Items_focussash,Items_magoberry,Items_figyberry,Items_zoomlens,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_ultraball,Items_twistedspoon,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_stickybarb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_adrenalineorb,Items_weaknesspolicy,Items_utilityumbrella,Items_kingsrock,Items_ironball,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_rockyhelmet,Items_leftovers,Items_mentalherb,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_laggingtail,Items_wiseglasses,Items_ejectpack,Items_nothing,Items_focusband,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_sitrusberry,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_leafstone,Items_oranberry,Items_flyingmemory,Items_apicotberry,Items_chestoberry,Items_grassyseed,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_sharpbeak,Items_heavyball,Items_damprock,Items_mistyseed,Items_darkmemory,Items_pechaberry,Items_cellbattery,Items_lightclay,Items_softsand,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_diveball,Items_chartiberry,Items_metalcoat,Items_shucaberry,Items_blackbelt,Items_colburberry,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_powerbracer,Items_machobrace,Items_smoothrock,Items_laxincense,Items_occaberry,Items_powerweight,Items_rockmemory,Items_micleberry,Items_silverpowder,Items_oddincense,Items_firestone,Items_passhoberry,Items_dragonfang,Items_firememory,Items_roseincense,Items_cheriberry,Items_jabocaberry,Items_electricseed,Items_bindingband,Items_charcoal,Items_gripclaw,Items_bugmemory,Items_beastball,Items_miracleseed,Items_bigroot,Items_lansatberry,Items_poweranklet,Items_aspearberry,Items_fullincense,Items_cobaberry,Items_mysticwater,Items_lightball,Items_energypowder,Items_poisonbarb,Items_psychicmemory,Items_electricmemory,Items_starfberry,Items_greatball,Items_babiriberry,Items_magnet,Items_yacheberry,Items_protectivepads,Items_powerbelt,Items_payapaberry,Items_shedshell,Items_blukberry,Items_poisonmemory,Items_spelltag,Items_griseousorb,Items_luminousmoss,Items_persimberry,Items_hardstone,Items_habanberry,Items_fossilizeddino,Items_fightingmemory,Items_quickball,Items_rowapberry,Items_cherishball,Items_rawstberry,Items_tamatoberry,Items_shinystone,Items_leppaberry,Items_moonstone,Items_icememory,Items_nevermeltice,Items_icestone,Items_icyrock,Items_adamantorb,Items_masterball,Items_upgrade,Items_pixieplate,Items_snowball,Items_rindoberry,Items_seaincense,Items_waveincense,Items_deepseatooth,Items_waterstone,Items_loveball,Items_chilanberry,Items_tr93,Items_kebiaberry,Items_safariball,Items_ghostmemory,Items_fairymemory,Items_destinyknot,Items_grepaberry,Items_levelball,Items_cloversweet,Items_fossilizedfish,Items_starsweet,Items_fastball,Items_berrysweet,Items_tr68,Items_powerband,Items_tangaberry,Items_dragonmemory,Items_premierball,Items_powerlens,Items_dawnstone,Items_steelmemory,Items_leek,Items_whippeddream,Items_tr47,Items_burndrive,Items_dragonscale,Items_reapercloth,Items_pinapberry,Items_qualotberry,Items_groundmemory,Items_prismscale,Items_tr84,Items_tr71,Items_galaricacuff,Items_deepseascale,Items_goldbottlecap,Items_tr66,Items_fossilizeddrake,Items_grassmemory,Items_tr09,Items_duskball,Items_electirizer,Items_kelpsyberry,Items_rustedshield,Items_watermemory,Items_quickpowder,Items_metalpowder,Items_healball,Items_thickclub,Items_ovalstone,Items_rarebone,Items_parkball,Items_tr60,Items_souldew,Items_lureball,Items_sachet,Items_protector,Items_shockdrive,Items_crackedpot,Items_tr97,Items_lustrousorb,Items_rustedsword,Items_luxuryball,Items_bottlecap,Items_hondewberry,Items_tr86,Items_magmarizer,Items_fossilizedbird,Items_tr61,Items_pokeball,Items_flowersweet,Items_tr65,Items_chippedpot,Items_dousedrive,Items_tr02,Items_tr99,Items_duskstone,Items_tr69,Items_tr91,Items_strawberrysweet,Items_sweetapple,Items_tr00,Items_dubiousdisc,Items_nestball,Items_pomegberry,Items_thunderstone,Items_tr07,Items_tr74,Items_tr43,Items_tr03,Items_tr27,Items_repeatball,Items_sportball,Items_dreamball,Items_moonball,Items_tr72,Items_tr96,Items_lovesweet,Items_tr54,Items_tr56,Items_tr92,Items_tartapple,Items_sunstone,Items_tr94,Items_tr67,Items_netball,Items_tr05,Items_tr87,Items_tr59,Items_tr36,Items_tr04,Items_tr39,Items_tr26,Items_tr33,Items_tr06,Items_tr51,Items_timerball,Items_tr16,Items_tr64,Items_chilldrive,Items_tr76
Regieleki,1804169,344801,0.0,0.0070942726,2.47e-08,0.0006307488,,0.0,0.5183329555,0.0375416907,0.0001646955,2.6348e-06,0.002435371,9.52552e-05,0.0064086372,,,0.2753243921,0.5243737505,4.4718122338,0.0,,0.123849056,0.0119584525,0.0,3.97e-08,0.0022484821,0.0,0.0010112602,3.3e-09,80.395217152,2e-10,88.2599576101,7.48529e-05,0.0054649469,0.0836263282,0.0019504723,1.3567741362,0.0028730226,0.0025952872,2.93953e-05,0.0002667836,0.0524264234,2.19884e-05,0.1112182279,0.0001371344,0.0,3.7165e-06,2.858e-06,1.35875e-05,0.0093703026,0.0007436555,0.4142798459,0.0015132301,,,0.0002198536,0.0498198528,0.7254988011,0.0011437189,0.0027909417,0.0008134397,0.0002713258,0.0009321806,2.17358e-05,0.0,0.0008941938,0.5994415285,,,0.0,,0.0,7.9143e-06,8.18762e-05,0.0001596979,,,0.0,,0.0001419818,2e-08,,,0.0015878105,96.0497361846,0.0,,0.0,,,3.93672e-05,,0.0105351159,,,0.0019902847,2.046e-07,,,0.0,,3.9898e-05,0.0,,,,,,,,,,,0.0,0.0,0.0024060228,0.0021758325,,0.0008472927,,,0.0,,0.0,,,,,,0.0004354441,0.0,,,1.0492e-06,7.85e-07,,,6.5527707431,,,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.292e-07,,,,,,,,,,,,,,,3.78691e-05,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conkeldurr,1804169,64252,0.0,0.0,,,2.3e-09,4.32e-08,2.65146e-05,5.2077e-06,1.35754e-05,0.0,0.0,0.0132581174,0.0,,,1.29105e-05,1.8089334273,0.1248343265,,0.0,0.0010511882,0.0021642395,0.0,,0.0,,1.8563e-06,0.0,0.0003018019,0.0,3e-10,0.0,1.53799e-05,0.2441163187,0.0,0.007814571,,0.018071634,0.0,,,,0.0067405951,5.351e-07,,,0.0,,1.54e-08,,0.0001607578,,0.0,,2.59429e-05,0.0013849738,0.0911526594,7e-10,0.0010865786,14.5365257771,,0.0,0.0,0.0223819366,0.0012071412,,,,7.779e-06,,,2.721e-07,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,0.0024812354,0.0,,1.74665e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.7266e-05,,,,,0.0,,,,,,,,,,0.0,,1.04333e-05,,,,,,,,,0.0,,,,4.3106e-06,,3.763e-07,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,1804169,56381,,,,,,,1.23e-07,,8.4226e-06,0.0,,0.0,0.0,,0.0,,20.103685216,0.0214727672,,,1.54e-07,0.0001099197,,0.0,0.0005756882,,0.0001318067,0.0,177.3271201221,0.0,0.0619040224,2.04e-08,1.3391371473,1.0803481279,0.0006825619,0.8123693143,0.0,0.0,,,3.45576e-05,,0.000445753,,,,0.0,,0.0289528722,0.0824610985,,,0.0,,,0.0,0.0065207757,0.0579796326,0.0013559174,0.0,,0.0045552935,1.8e-09,,,,0.0,,,,,,0.0,,,0.0101918007,,,0.0008400038,,,,0.0,0.0071411368,,,,,,,,,0.0,0.0014099639,7.1e-09,,0.0955950172,,,,0.0,,,,,,,,,,,,,,0.0,0.0249886945,0.0,,,,,,,,,,0.0,4.4043e-06,,,,,,,,,,,,,,2.51933e-05,,,,,,,,,,,,,,,,,8e-10,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drampa,1804169,4756,,,,4.4e-09,1e-10,,0.006234315,0.0,,4.119e-06,,,0.0,,,,0.0094248014,20.6295252594,,,5.3344e-06,0.0030205716,0.0,,2.48e-08,,2.9078e-06,,0.0020139939,0.0,0.0138878971,0.0003026923,0.0008712485,0.0397759991,0.0,0.0008568241,0.0,8.911e-07,,,0.0,0.0,0.0001690681,,,,,,,,0.0056237115,,,,0.0,0.0007591858,0.0,2e-10,1.8659e-06,0.0,0.0001061797,,,1e-10,0.0,,,,,0.0,0.0,,,,1.22819e-05,,,,7.6988e-06,,,,,,,0.0,,1.21264e-05,,,,,,,,,,,,,,,,,,,,,,1.6e-08,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.027e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stunfisk,1804169,2136,,,,,,,0.0007687909,,0.0,,,,0.0,,,0.0,0.0262294204,0.0,,,0.0,2.22e-08,0.0,,5.99415e-05,,,,0.0001400668,,0.0006274868,,0.0028828748,1.237631448,,,,0.0,,,,,4.1289e-06,0.0,,,,,,,,,,,,0.0010766149,0.0,0.0203757874,0.0,,,0.0044667892,0.0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,2.592e-07,0.0010880627,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,7.5922e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flareon,1804169,6212,1.26e-08,,,,,,0.0015175813,,0.0,,,0.4462223832,0.0,,,0.0002063583,0.0021694409,0.0002349015,,,0.0,1.2155e-06,5.354e-07,,0.0,,,,1.7463887923,1e-10,1.36933e-05,,0.0,0.0002686517,0.0,1.89e-08,0.0,0.0,0.0,,,,9.1586e-06,,,,3.78e-08,,0.0,,0.0,0.0,,,0.0,0.0,0.0136609631,0.0,1.5935e-06,0.003152427,0.0,0.0,0.0,7.398e-07,,,,,0.0,,,0.0,,,,0.0003080666,,,0.0,,,,0.0,,,3.9465e-06,,0.0,,2e-10,,0.0,,,,3.58699e-05,,,,,0.0,,,,,,,0.0,0.0,,1e-10,,,,,0.0,1.1213e-06,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Mow,1804169,10768,,,,,,,0.0005804979,,0.0,0.0,,0.0002536724,7.5343e-06,,,,2.339e-07,0.0004172144,,,0.0012406077,0.0004632831,0.0,0.0,0.0,,,,0.0141183859,,0.0406956898,0.0,1.1e-09,0.142405745,0.0,0.4710402614,0.0,1.88e-08,,1.69e-08,7.2251e-06,1.334e-07,0.0002417575,,,,0.0003692829,,0.0,0.0,,,0.0,,7.13443e-05,0.0075450351,6.4e-09,8.302e-07,3.00818e-05,0.0,,,,,0.0006584273,,,,0.0,,,1.68845e-05,0.0,,,,,,3.364e-07,,,,0.0,0.0,,4.1639e-06,,,,,,,,,0.0048326664,,,,,,0.0,3.01e-08,,,,,,,,,,,,,1.514e-07,,,,,,0.0,6.7e-09,,,,,,,0.0,,,,0.0,,,,1.3491e-06,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audino,1804169,6155,,0.0,,,0.0456367394,,6.709e-05,,6.287e-06,,,,0.0,,,,5.86181e-05,3e-10,,,0.0,9.3503e-06,,,,,,,4.3853135413,,1.6e-09,,7.08694e-05,1.5126752382,0.3787862484,0.0,0.0,0.0,,,0.0001093985,,0.0002048156,,,,0.0,,,1.14e-08,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,3.52068e-05,,,,,,,0.0,,,0.0,,0.0034488732,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4.2e-09,,,,,,,,,,,,,,,,,,,,,,,,0.017210965,,,6.779e-07,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,1804169,229579,1.17e-08,0.0,10.5783198513,9.364e-07,,,0.1060445554,0.0002084085,0.0140559644,,0.0012206136,0.0004998685,0.0003525925,,,2.4436e-06,0.0003330497,0.0133295521,,0.0,0.0034387909,0.0206391751,0.0,0.0,0.0675695375,,0.0120356803,4.6e-08,0.1177322806,3.8702084343,0.0002369246,9.998e-07,0.0057295186,0.0260963029,0.0008830364,0.0246656722,0.0026385853,1.158e-07,0.0,,,0.0,0.1508106362,0.0,3.0546e-06,,0.0,0.046982673,,0.0498660264,0.0,0.0917268073,0.0,,0.0002665696,7.5441680192,0.0395786504,0.0051995964,0.0988536366,7.86961e-05,,0.0,1e-10,0.0,0.0035959063,0.0010260191,0.0024875542,,8.5e-09,0.0,2.2843e-06,1.242e-06,82.0527127584,3.136e-07,0.0,,0.0001059461,,0.0,20.9504579388,,0.0,,,,0.1275608901,0.0,3.9e-09,,6.3e-08,,,0.0031012827,,,0.0001929118,,,,,7.407e-07,,,0.0,,,,,,,,,0.0,2.77e-08,158.6629951689,,0.0,0.0005370401,,,0.0,,0.0013615615,,,0.0,0.0,,4.278e-05,,0.0002165579,0.0,2.01067e-05,0.0,,0.0,,4.5e-08,0.0008712356,,2.75405e-05,,,,,,,,1.0366e-05,,,0.0,,,,,,0.0,0.4858267914,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandslash-Alola,1804169,8795,0.0,,,,4.2e-09,,0.0122064995,0.0,0.0,0.0,,,,,,3.3484e-06,0.0022485713,1.6615489509,,0.0,8.60425e-05,8.15614e-05,,0.0,1e-10,,3.25836e-05,,0.0320533891,,0.0,0.6576558069,9.04784e-05,0.2311596096,,0.0003871862,0.0003085588,0.0,,,,,0.0030714523,,,,0.0,,,,1e-10,,,,0.0,0.0,0.1781775953,0.0,1.693e-07,,,0.0020290291,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0165815069,,,,,,,0.0,4.95349e-05,,,,0.0033371989,,,,,,0.0007069967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0065667012,0.0,8.8299e-06,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7108e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudsdale,1804169,9854,0.0,,0.0,,,,1.85076e-05,,4.1814e-06,0.0,7.6851e-05,,0.0,,,8e-10,0.0999342588,0.0108581142,,,0.0,0.0006815795,,,0.0063222045,,,0.0,3.1107e-06,,0.0,,0.0067723384,0.4742319805,0.0,1.08822e-05,0.0,0.0001615627,,,,,0.0001611379,6.78e-08,,,0.0,0.0,,,0.0,0.0,,,,0.0015890939,0.0001092734,4.47642e-05,0.000396156,,,0.0007395077,0.0,,0.0,,,,,,0.0,0.0030130741,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,7.678e-07,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.8162e-06,,,,,,,,,,,,,,,,,,,,,2.2e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roserade,1804169,19662,0.0,1.26941e-05,,0.0,,,0.0744510473,0.0,0.0,,0.0,0.0,7.56e-08,,,0.0,0.0005710204,0.2764655347,,,0.0009108782,0.0040068163,0.0,,0.0005963937,,0.0,,0.002631877,1.01e-08,0.0373797203,0.0003310444,9.1546e-06,0.0085829483,1.8585e-06,0.2809269692,0.0001107291,0.0108250435,2.2183e-06,,0.0,0.0007743323,0.0003569738,0.0,,,0.0010479916,,,,6.7431e-06,,0.2063470525,,6e-10,3.17562e-05,5.8714e-06,,7.2e-09,,0.0,6.6e-09,0.0,,2.247e-06,,,,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0001905739,,,,,,0.0086265019,,,3.33e-08,,,,,,,0.0,,,,,,,,,,8.02178e-05,,,,,,,,,0.0024924807,0.0004602184,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,6.5506e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Drapion,1804169,15746,0.8443857741,0.0,,,0.0,,0.0003690442,0.0,0.0,1e-10,0.0019026892,,0.0,,,0.0070535953,0.3125769207,0.0005742678,2.24822e-05,,0.0,0.0009379109,,0.0,5.9e-09,,0.0,1.76473e-05,1.27516e-05,,,0.0001106314,0.0047090555,0.0144845068,2e-10,0.0259594454,9.31419e-05,0.0,,0.0,,,6.41008e-05,,,,0.0,,,,0.0,,0.1279505537,,,0.0002497638,0.0012315498,0.0,0.0,0.0,,,,,1.22506e-05,,,,,,,2.3e-09,0.0,,,,,,0.0,,,,,,,,,,,,,0.0660216104,,,,1.2e-09,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0660949781,,,,,,0.0,,8.1743e-06,,,0.0,,,,,0.0001185086,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braviary,1804169,6567,0.0,,,,,4.65006e-05,2.284e-07,0.0,0.0126863712,7.3e-09,0.0,0.0001930735,,,,,2.973e-07,0.0817848753,,,0.0016764367,0.0014512143,,0.0,1.188e-05,,,,0.8347933578,0.0016956702,0.0,,3.0152e-05,6.60115e-05,,0.1658551914,0.0,0.003422067,,,0.0,,3.24891e-05,,,0.0,,,,,,,,0.0,0.0,1.59108e-05,0.0217831454,1.547e-06,1.94e-06,0.0,,0.0,2.4593e-06,0.0,4.7135e-06,,0.0,,,,,0.0,,,,,0.0,,,,,,6e-10,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torkoal,1804169,84800,0.0,0.0,,,,,0.0086307175,8.3474e-05,3.6e-08,,,0.0,0.0,,,0.0024786307,0.0160585942,0.0795684154,,,0.0,0.0002856113,0.0,,6.02567e-05,,,,3.0165710003,4e-10,0.6920263245,9.1e-09,0.0467188628,0.0952771082,5.4e-09,0.0021362321,0.0,4.771e-07,0.0,,,0.149815437,0.0039319996,0.0,5e-10,,3.86e-07,,,0.0023252477,,,,,0.0,0.0059367897,6.8e-09,0.0,1.3881e-06,0.0,,0.0,1.2344e-06,,0.0,1.361e-07,,,,,0.0,0.001384726,,0.0,,31.59183426,,,0.0554234416,,,,,0.0,,0.0055359798,,0.0,,0.0,,8.862e-07,2.0407e-06,,0.0,7.8636e-06,,,,0.8203548312,0.001134891,,,,,,,,3.22878e-05,,0.0,,,,,0.0,0.3407281653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.13e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Excadrill,1804169,360758,0.0001063325,0.0,,0.0,0.9098274965,,22.9189544045,0.007110799,0.0026180397,0.0,0.0002990276,0.0,0.0039030404,,,17.9386458917,2.4633298836,46.8150777396,0.0,0.0,0.1758447676,0.0321846421,0.0,1.868e-07,0.0544557668,0.0,0.0495736007,,0.8098462691,0.0004388206,7.8119e-06,4.9264e-05,0.2613225055,510.3727038848,0.0051222367,8.2895728343,0.0001330842,7.11168e-05,4.6515e-06,,0.0,8.31681e-05,0.25159082,0.0994900398,0.0,6e-10,0.0001200845,4.3e-09,3.0282e-05,2.8584e-06,0.054708512,1.219e-07,0.0,,8.59e-07,0.0013594197,15.6732561602,0.1246942617,0.0121147681,1.4831e-06,,7.451e-07,9e-10,3.88253e-05,0.0059780949,1e-10,0.0,,,,,0.0,1.5578e-06,3.16372e-05,,,,,,5.11e-08,,,0.0,,0.3096119302,,0.0181190968,3.2939e-05,,,0.0324447127,0.1784100063,0.0,,,1.445562647,,,,0.2297707071,0.0,0.1791531364,,0.0,,,,,0.2957854836,,,,0.0,,0.0,,0.0,0.0,,,,0.0,1.53e-07,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,,0.0118488837,,,0.0277402713,,,0.0,0.0,,,7.4121e-06,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.295e-07,0.0001376259,,,,,,,,2.7803e-06,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,5.43629e-05,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polteageist,1804169,28259,0.0,,,0.0,,,2.0893924742,1.9845e-06,0.0,,0.0,0.0,9.7804e-05,,2.18e-08,,0.0,0.0785917437,,0.0008400038,5.6e-09,0.0003517717,,2e-10,0.0059793299,,,0.0,0.0793735985,0.0,1e-10,,0.0008819029,0.0010289744,2.08e-08,0.0,5e-10,,,,0.0,7.81555e-05,0.0012442638,0.0,,,,5.34e-08,0.0304300622,,0.0,,0.0,,,0.0,1.17e-08,0.0,0.0,,,0.0,,,3.52e-08,,,,,,0.0,2e-10,,0.0092346476,,,,,,,,,,0.0,,0.8533447294,,0.0,,,,,,4e-10,,,0.0,,0.0002297947,,,,,,,,,,,,,,,,,,,,,,,0.0015720302,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0006482062,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bewear,1804169,10691,,,,,0.0156948347,,2.462e-07,0.0,4.278e-07,,,9.32131e-05,0.0,,,0.0,0.0133527212,0.7592736487,,,2.9908e-05,0.0030544261,,0.0,0.0014759604,,,0.0,3.7752e-06,,0.0,,1.5872224246,0.3865010377,,0.0057438416,0.0,6.8734e-06,1.6087e-06,,,0.0,0.0004641739,,1.2e-08,0.02272706,0.0,1.9312e-06,,,1.3e-08,,,,0.0,0.0004434684,1.2052325806,8.16753e-05,0.0,0.0,,,0.0,0.0,0.0,1.361e-07,,,,,,0.0020887678,,,,,,,,,,,,,,,,0.0,,,,,2.479e-07,,,0.0,,,,,,1.44503e-05,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0016444929,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfey,1804169,15591,,0.0,0.0,0.0,,,0.0046388645,0.0009720923,1e-10,,0.0,0.0,0.0,,,0.0019161965,0.0,2.9761697021,,5.5681e-06,0.0022501818,0.0001524184,,,0.0066044769,,,,0.0042273414,,8.50147e-05,,0.042741354,0.6279934037,2.1494e-06,6e-10,4e-10,5.1e-09,,0.0,0.0026289764,,0.0,,,,0.0,0.0249584085,0.0,0.0,0.0003260401,,,,,2.8201e-06,0.0,0.0941455941,0.003079779,0.0,,0.0,0.0,,0.0,,,,,,0.0,0.000192553,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,0.1100063182,,,,,,,,,,,,0.0,,4.30896e-05,,,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1119487861,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
