pokemon,number_of_battles,Raw count,Items_petayaberry,Items_chopleberry,Items_scopelens,Items_mentalherb,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_figyberry,Items_nothing,Items_blukberry,Items_brightpowder,Items_razorclaw,Items_toxicorb,Items_dragonfang,Items_wikiberry,Items_spelltag,Items_chestoberry,Items_electricseed,Items_airballoon,Items_focusband,Items_flameorb,Items_lifeorb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_ironball,Items_weaknesspolicy,Items_kingsrock,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_focussash,Items_assaultvest,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_leppaberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_twistedspoon,Items_roomservice,Items_blunderpolicy,Items_fullincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_cellbattery,Items_throatspray,Items_adrenalineorb,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_blacksludge,Items_oranberry,Items_blackbelt,Items_colburberry,Items_flyingmemory,Items_apicotberry,Items_shedshell,Items_grassyseed,Items_sharpbeak,Items_chartiberry,Items_blackglasses,Items_stickybarb,Items_muscleband,Items_ganlonberry,Items_rockincense,Items_ejectpack,Items_heatrock,Items_leek,Items_heavyball,Items_persimberry,Items_mistyseed,Items_redcard,Items_berryjuice,Items_metalcoat,Items_whiteherb,Items_marangaberry,Items_liechiberry,Items_safetygoggles,Items_starfberry,Items_roseliberry,Items_shellbell,Items_shucaberry,Items_lightclay,Items_terrainextender,Items_kasibberry,Items_icyrock,Items_machobrace,Items_mysticwater,Items_powerlens,Items_steelmemory,Items_zoomlens,Items_smoothrock,Items_occaberry,Items_laxincense,Items_silverpowder,Items_burndrive,Items_ultraball,Items_firestone,Items_passhoberry,Items_firememory,Items_luminousmoss,Items_cheriberry,Items_shockdrive,Items_bigroot,Items_charcoal,Items_bottlecap,Items_deepseatooth,Items_bugmemory,Items_pechaberry,Items_miracleseed,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_masterball,Items_poisonbarb,Items_jabocaberry,Items_waveincense,Items_protectivepads,Items_gripclaw,Items_energypowder,Items_lightball,Items_electricmemory,Items_oddincense,Items_floatstone,Items_yacheberry,Items_payapaberry,Items_poisonmemory,Items_pixieplate,Items_tangaberry,Items_chippedpot,Items_dragonmemory,Items_hardstone,Items_groundmemory,Items_fightingmemory,Items_leafstone,Items_rowapberry,Items_rawstberry,Items_powerbracer,Items_deepseascale,Items_softsand,Items_tr95,Items_nevermeltice,Items_icestone,Items_babiriberry,Items_bindingband,Items_seaincense,Items_fastball,Items_snowball,Items_habanberry,Items_kebiaberry,Items_ghostmemory,Items_pokeball,Items_fairymemory,Items_tr09,Items_powerweight,Items_micleberry,Items_roseincense,Items_waterstone,Items_ovalstone,Items_poweranklet,Items_tr93,Items_crackedpot,Items_prismscale,Items_psychicmemory,Items_ribbonsweet,Items_powerband,Items_healball,Items_protector,Items_tr81,Items_levelball,Items_goldbottlecap,Items_whippeddream,Items_darkmemory,Items_upgrade,Items_dragonscale,Items_rarebone,Items_tr98,Items_greatball,Items_rindoberry,Items_tr38,Items_lustrousorb,Items_rockmemory,Items_souldew,Items_rustedsword,Items_tartapple,Items_powerbelt,Items_aspearberry,Items_tr51,Items_tamatoberry,Items_grassmemory,Items_adamantorb,Items_tr65,Items_watermemory,Items_quickball,Items_quickpowder,Items_metalpowder,Items_duskball,Items_thickclub,Items_chilanberry,Items_grepaberry,Items_tr67,Items_fossilizedbird,Items_tr00,Items_tr15,Items_tr66,Items_cloversweet,Items_thunderstone,Items_sachet,Items_tr43,Items_icememory,Items_rustedshield,Items_tr62,Items_repeatball,Items_electirizer,Items_dreamball,Items_starsweet,Items_cherishball,Items_lovesweet,Items_fossilizedfish,Items_tr11,Items_tr17,Items_tr22,Items_tr57,Items_tr03,Items_tr36,Items_tr44,Items_premierball,Items_shinystone,Items_berrysweet,Items_flowersweet,Items_luxuryball,Items_parkball,Items_moonstone,Items_safariball,Items_qualotberry,Items_timerball,Items_tr20,Items_tr06,Items_galaricacuff,Items_sweetapple,Items_destinyknot,Items_dousedrive,Items_tr24,Items_fossilizeddrake,Items_tr28,Items_griseousorb,Items_magmarizer,Items_diveball,Items_tr85,Items_sportball,Items_tr71,Items_tr69,Items_dawnstone,Items_sunstone,Items_tr47,Items_kelpsyberry,Items_tr91,Items_tr31,Items_tr29,Items_tr89,Items_tr60,Items_pomegberry,Items_nestball,Items_tr53,Items_pinapberry,Items_tr94,Items_moonball,Items_netball,Items_tr46,Items_chilldrive,Items_duskstone,Items_reapercloth,Items_hondewberry,Items_loveball
Chandelure,1345731,33865,0.0,,0.0,3.28073e-05,2.592e-07,0.0,,5.3e-09,0.0025186601,,0.0,,0.0,,3.51107e-05,9.93247e-05,0.0002296688,,0.0207416754,0.0,0.0123652752,0.0760635799,0.0261647946,0.0004356788,0.0,0.0,0.00016785,0.0002088098,7.013e-07,,0.146729889,0.0,0.5600902133,4.87671e-05,0.0824588083,0.9312256793,1.39e-08,0.0018308702,0.0003802916,0.0197949678,0.0139884499,,0.0,2.1996e-06,,,0.0,0.0,0.0,,0.0,0.1126226177,,,1.1773e-06,0.0001231946,0.0003085037,,,0.0,1.7189e-06,9.8161e-06,,,,0.0,,,4.66858e-05,,,8.6973e-06,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0111770018,,,0.0,,0.0,,,,0.0105746877,,0.0,,,,,,0.0,4.52815e-05,0.0,,,,0.0042917937,,,,,,3.86518e-05,,,,,,,,2.16035e-05,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Froslass,1345731,11247,,,,0.0051176127,0.0010882259,5.66e-08,,3.4303e-06,1.12717e-05,,0.0237564561,,0.0,,7.92875e-05,0.0,,,,0.0,,0.3222600443,0.0059841152,7.04e-08,,,0.0,0.0,0.0,0.0,0.0816280528,,1.3513724217,0.0004170065,0.0031971483,0.0874131284,0.0,,1.6036e-06,0.7678451607,0.0,,,9e-10,,1.78e-07,0.0,,,,,0.0,,,0.2001732698,0.0,2.8323e-06,,0.0,0.0,2.742e-07,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1e-10,,0.0131802571,,,0.0084327115,,,,,0.0,,0.0,0.0010227728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0206697259,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reuniclus,1345731,35065,,,1.016e-07,1.64e-08,10.2747614842,0.0,,0.0006018199,0.0134427509,,4.4354e-06,2.329e-07,4.3859e-06,,4.3516e-06,,,0.9314415183,,,0.2856621587,4.9280005851,0.0014189784,0.0001090733,,2.6704e-06,0.5627768032,0.0,5.64911e-05,0.0,0.000457621,,0.0101633279,1e-10,73.5287577751,0.2533979234,0.0147827465,0.0,0.0,1.3018753437,25.3104856902,,,0.0,1.443e-07,0.0,0.0,1.7386e-06,0.0,0.0,0.0,0.0,,,0.0,5.435e-07,0.0120949457,,,,,0.0,0.0127053164,,0.0001346576,,,,3.6429506016,,,0.0002600529,0.7832554412,,,,0.0004580883,1e-10,4.42e-08,,,,,,,0.0,0.0115366576,,,0.0,0.0,,3e-10,,,7.701e-06,,0.0320830738,0.0,3e-10,,,,,,0.0076393379,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.26477e-05,,,,,,,,,,,,0.0,0.0,,,,,,,,,4.87496e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ribombee,1345731,25938,0.0008491145,,,0.0004725156,6e-10,0.0,,2.1193e-06,2.8232e-06,,4e-10,,9.6907e-06,,0.0030096812,,,0.0,,8.2e-09,8.439e-07,0.0447666354,0.0423885927,0.0010953773,,2.555e-07,0.0,,1.02e-08,,0.097949161,,0.0069679336,0.0,0.0058769948,0.0143785874,0.0,0.0,2.34241e-05,11.4958984289,0.0,,0.0,0.0,,,1.395e-07,9.20823e-05,0.0,,,0.0,,,7.94e-07,2.89992e-05,4.655e-07,,0.0,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,1.43706e-05,,,,0.0,6e-10,,,,,0.0006737571,,,,,,0.0,,,,,0.0126767679,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,2.73282e-05,,0.0,,,,,5.951e-07,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatran,1345731,449746,0.0,0.2337444224,0.0,2.04333e-05,49.4122236035,0.037907897,,2.80108e-05,0.0299623,,,0.0,0.0,0.0,0.0003662341,0.0,0.0976125139,0.0,119.0159175532,0.0,0.0003450836,1.0624422845,1.4916768112,0.1733227547,0.000277183,0.0,0.0010511839,0.0003916503,0.0119576246,,1.0399561295,10.6471921346,32.3402991762,0.0319858773,1179.7129075359,48.7510151506,4.15652e-05,,0.0027783505,0.2070518229,4.0747032927,,,9.5272e-05,,,,0.0023805096,0.014758332,,0.0085864773,7.64128e-05,,,0.0982311341,0.0029911898,0.0012537669,,0.0005353008,0.0,0.0,0.0007472406,2.96e-08,,,,,0.0,,,,,,,0.0,1.683e-07,,0.0,,0.0,0.0265070818,4.8913e-06,0.0,,,0.0,0.0001085047,2.34584e-05,0.0002052082,1e-10,0.0,,0.0,,,0.0,0.6636385467,,,,,,,,,0.0318986328,,,,,,,8.06e-08,0.0525331193,0.0,1.13677e-05,,,,1.2498165958,,,,,1.1752e-06,0.0,,,3e-10,,,,0.0,0.0029610404,,,0.0,,0.0,,,,,,,,1e-10,,,,,,,,5e-10,,,,,0.0146294518,,,,,,,,2.5024e-06,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0931e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbaracle,1345731,4665,,7.3067e-06,0.0038834445,0.0001387572,6.11451e-05,0.0,,0.0,0.0,,,0.0002885705,,,,,,,0.0,,0.0,0.1512395179,0.0006988222,1e-10,,0.0086029653,0.0,3.0441e-06,3.9823e-06,,,2.706e-06,0.0,3.92651e-05,0.0001928867,0.0110871078,0.0,,,3.6005387826,0.0003275671,,,,,,,,,,,,,,2.4584e-06,1.4751e-05,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,0.0540441062,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01175e-05,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrantrum,1345731,9246,,1.4e-09,0.0,,0.0036305102,0.0071410165,,3e-10,9.12401e-05,,0.0,0.0,,4.12e-08,0.0,,0.0,,0.0721336966,0.0,0.0,10.4017113752,0.0011888097,1.98562e-05,0.0,,0.0217266427,0.0,7.2e-09,0.0,0.0,0.0,0.0,0.0254975162,0.0014574215,0.344820331,0.0,,,0.0266280969,0.018373818,,,,,,,,8.5e-08,0.0,0.0,0.0,,,4.4264201412,0.8003188663,0.0,,,0.0,,0.0,,,0.0,,,,,,1.872e-07,,,,,1.28986e-05,,0.6762024871,,0.0483783862,,,,,0.0,,0.0,,,0.0026416785,,2.4e-09,,,0.0180076354,0.0,0.0,,,,,,,,,9.57156e-05,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0006582059,,,0.0,,,,,,,,,,,0.007370878,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragapult,1345731,610253,0.0020757973,3.28071e-05,9.06153e-05,6.98959e-05,0.0132058691,0.0166208309,,0.0115909182,0.150494494,,1.39295e-05,1.90868e-05,0.0,1.8702893036,0.0692248866,3.9903681274,9.09973e-05,0.0001767151,1.86634e-05,0.0021757274,0.000132543,116.6405937875,0.5252973414,0.1467122866,0.0,0.0,48.9629144121,1.1415143622,0.0684402898,,119.041008528,0.4362246796,1126.300490677,0.0171528,132.0918809059,26.1927364249,0.0003033444,0.0,0.0206330186,0.8463683271,0.2148461288,4.02e-08,2e-10,0.007931901,0.0,0.0,,7.42733e-05,2.5371912744,0.0,0.0,0.0003129468,,8.93616e-05,99.7850552786,0.5020530328,0.0091830743,3.6e-09,0.0,0.0003729617,0.0,0.0040935406,1.533e-07,2.4024e-06,0.0,0.0003338052,0.0003257995,0.0078015491,0.0813527404,,1.1e-09,,2.05091e-05,0.0,0.0,0.0019590669,0.0,0.2302721384,,,0.0812327115,,,0.0,3.59745e-05,0.0,0.0012681951,0.0,0.0,0.0412812206,,0.0005720682,0.0013743508,0.0,0.0016127762,0.1299201228,,2.5472449209,,0.0,,,0.0,,,2.427e-07,,0.0,2.4e-09,,,0.0,,,,,0.0,1.665e-07,,0.0009798425,,,,6e-10,,,0.0,8.1887e-06,3e-10,0.0,,,1e-10,1e-10,,7.04e-08,,0.0,,0.0780764453,,,,,,0.0001062132,0.0,,,,,0.0,,,,,0.0,,1.4592e-05,0.0,1.71332e-05,,2.924e-07,0.0013614706,,2.0469e-06,2.24304e-05,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrakion,1345731,34416,,0.115783984,,,0.0004515578,0.0,,0.0,0.0108126315,,1.19701e-05,,0.0,,0.0001425152,,0.0,,0.0041088441,,0.0,18.7254724063,0.4737281211,0.0006730943,0.0,,0.0151178554,0.0,2.4e-09,,0.0015926725,0.0,0.0,0.0014888073,0.0571686471,2.0198029912,,,,2.1835429232,0.0305265856,,,1.7837e-06,0.0035027143,,,0.0,0.0,,,0.0561238101,,,45.7785503904,0.0800701078,2.582e-07,,,2.47e-08,0.0003362611,0.0003971408,,,0.0,,,0.0517487041,0.0,,,,0.0,,0.0,,,2.2508188159,1.012e-06,0.056000659,0.0006413646,,,,,4e-10,0.0,0.0,,0.0,,0.000199349,1.456e-07,,0.2572747917,0.0,0.0109163293,,,,,,,,,6.6e-09,0.0,0.0,,,,,,1.39039e-05,,,,,,,,,,,,,,,,,0.0001311489,,0.0020712898,,,,,,,,,,,,,,0.0005121758,,0.0,,,,,0.0,,,,,,,,,,,,,2.24304e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubwool,1345731,5711,,1.657e-07,,,0.0708541746,4e-10,,,2.83908e-05,,,,0.0,,,,0.0128481527,0.0,,,,0.0117156971,9.85529e-05,1.81024e-05,,,0.0,4.98352e-05,5e-10,,0.0195948263,,,0.0,2.0966158428,,,,,3.54e-08,1.17222e-05,,1.6965e-06,0.0,0.0,,,,0.0,,,,,,0.0,2.098e-07,0.0002456346,,,,,0.0,0.0,,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,7e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardevoir,1345731,31923,0.0,,8.1e-09,0.0023572763,0.000732152,0.0,,0.000236122,0.0006908157,,0.0012050645,0.0,0.0,,0.0054452474,6.04768e-05,6.1e-09,7.72083e-05,0.0048780665,1.7339e-06,0.0,0.0433498355,0.0128079009,0.0017205974,,0.0019708841,0.0020666735,0.0,0.0007509351,0.0,0.0004016796,0.0,0.1912337131,3.64906e-05,0.1553827272,1.6013466383,0.0022273041,2.28e-08,0.0007852439,0.1192541359,0.0640051104,,,0.0008256446,0.0244828982,0.0,8e-10,2e-10,0.0,0.0002346161,0.0,0.0131121279,,,0.0001878992,0.0151036337,1.136e-07,,0.0005052023,,0.0001756243,0.0612472818,,,0.0002265067,0.0,0.0,,0.0013125885,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,1.02187e-05,2.3486e-05,5.375e-06,,,2e-10,0.0,0.0,0.0003959481,2e-10,1.8384e-06,,0.0072233492,1.47333e-05,0.2930136408,,,,,,0.0,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0001175707,,,,,,,,,,0.0,,,,5.81531e-05,,,,,0.0105322403,,,,,,,,,,,,,,,,8.6267e-06,,,,,,0.0001185785,,,0.0002904101,,,,,,,,,,,0.002498573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regieleki,1345731,193133,5.5197e-06,,0.0,1.81274e-05,0.0023226299,2.313e-07,,0.0050877662,0.0978130455,,9.70985e-05,0.0,8.9e-09,,1.7642e-05,,0.001295795,0.009261327,0.1259293637,0.0,1.9044e-05,3.7414029782,0.0077346976,0.0037770929,0.0,0.0,0.0002160444,0.0034479206,0.0210183776,0.0025042269,39.611147586,9.6575e-06,28.6358672841,0.0003817796,0.2864098036,0.3724753215,3.84544e-05,0.0,0.0534255441,0.473611379,0.06721161,0.0,0.0033597878,1.203e-07,0.0,,3.2e-08,0.0248176896,0.004552779,1e-10,6.9721e-06,0.0218072866,8.3449e-06,10.2863764742,0.6997431362,0.0002411675,0.0006984057,1.22715e-05,0.0002089172,,1.93e-08,0.0047442962,0.1241061481,,,,0.0,0.0,,,,,0.0,,1.56e-07,0.0,,2.63877e-05,,0.0,8.06552e-05,,,0.0,0.0,,0.0015318494,0.0,,,0.0,1e-10,0.0,0.0,,0.0001040341,0.0005438425,43.9971997481,5.0962e-06,,,3.1e-09,,0.0,,0.0,1.1758e-06,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,0.0,0.0014582515,0.0,0.0011263128,5.2e-09,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,0.1575713034,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.056e-07,,,,,,,,,,,,,,,,,,,,,,,,
Conkeldurr,1345731,69113,,,0.0,,0.0152650446,0.0001001122,,0.0,0.0002193103,,4.08699e-05,6.382e-06,0.0026697981,,0.0,,0.0,,0.0,5.80053e-05,29.306061124,6.2495479379,0.0029956047,0.0001196813,,,0.0016576926,8.7e-09,0.0004729067,0.0,4.734e-07,0.0,2.7259e-06,,0.3245364226,0.0132325156,0.0016940842,0.0,,0.0002877633,4.4115893226,,0.0,0.0,0.0,,,,0.0,,,0.0,,,0.0846501695,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0132477839,,,,,,,,,,0.0050257673,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,,,,2.04e-08,,,,,,,,,,0.0,,,,,,,,,,,,,4.5e-09,0.0,,,,,,,,3.8631e-05,1.96605e-05,0.0,,,3.77e-08,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0174191527,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,1345731,163586,0.0,,1.0424e-06,0.0493218126,3.410665814,0.0003755083,,1.82e-08,0.0111499515,,0.0034097768,,6e-10,,0.0007544031,,6e-10,,,,0.0,0.13099036,0.0982035048,0.0234895378,0.0,0.0,0.0289727165,1.358e-07,0.0076337251,0.0009908862,585.8181006556,0.0029635551,0.3451382486,,6.5519847246,2.4149616789,2.5581e-05,3.86644e-05,4.783e-07,0.0002059438,19.6584914039,3.8024e-06,,8.87e-08,,2.8171e-06,0.036511878,12.1894329659,0.0,0.0005739767,0.0,0.0,0.0,,1.35063e-05,0.0398426239,0.000467564,0.0,,,0.1539477037,0.0025147563,,0.0047410043,0.0,0.000278973,,,1.3510135501,,,0.7401214396,,,,0.0,2.178e-06,,,,,1.703419015,,0.0,,,0.0005193341,5.31619e-05,,,,,5.72636e-05,,,0.0,,0.1732495038,0.0045492672,0.7917566758,0.0,,4.20088e-05,,,2.807e-07,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0004876444,,0.0,,,,0.0,,,,,1.09066e-05,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drampa,1345731,3546,0.0,0.0,,,0.0,2.0627e-06,,1e-10,0.000324076,,0.0,,,9.888e-07,0.0,,0.0,,0.0,0.0,,4.9116597058,2.8898e-06,1.80627e-05,,,4.22e-08,,0.0045014957,,0.0026175619,,0.024058946,0.0,0.27556554,8.4e-09,0.0,,,0.0010075401,0.0002264942,,,0.0,,,,,0.0,,,,,,0.0,0.0,,,3.636e-07,,0.0,1.3339e-05,0.0,,,,,,,,,,0.001257073,,,,,,,,0.0021291325,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,1.202e-07,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stunfisk,1345731,4720,,,,,0.0211699626,,,0.0,0.0,,1.1574e-05,,,,0.0001357225,,1.8e-09,,0.0,,,0.0018289213,0.0,0.0,,,0.0,,0.0,0.0,3.7e-09,,0.003322282,,26.8107668073,0.0,0.0,,,0.0018892779,8.1471e-06,,,,,,,,0.0,,,,,,,6.7912e-06,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,4.00941e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audino,1345731,5318,,9.281e-07,,4.51778e-05,0.0017269906,,,0.0,4.38e-08,,,,,,0.0,,0.0,,,,,0.0,0.0012005599,0.0020339564,,,,,8.1e-09,0.0,3.2826517574,5.472e-07,3.17269e-05,0.0,14.3201248059,0.0,,,,1.2468e-06,3.2258657434,,,,,,,0.1475993554,,,,,,,0.0,0.0,0.0,,0.0013544524,0.0,,0.0,0.0,,,,,0.0,,,,0.3432710831,,,,,,,,,0.0,0.0,,,,,5.91417e-05,,,,,,,,,2.2897e-06,,0.0530352948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,1345731,195453,0.0,1e-10,7.524e-06,2.8641e-06,0.0006590429,6.2973e-06,,0.052789195,0.0873897676,,0.0,1.2934e-06,6.004e-07,,0.0039737656,,0.1879727207,51.590011795,0.0028294141,3.51947e-05,0.0098939796,0.0303280251,0.0202066268,0.0310492599,,2.1984e-06,0.0830638436,0.0099066408,1.0107190067,,0.0314360594,1.4467859615,5.4393e-06,0.0,0.0073926502,0.014967547,0.0002059019,0.0,,0.1209423207,0.0003589927,0.0,,0.0,0.0003463276,0.0181931909,0.0,0.0,0.0,,,0.0006530923,,,0.0466009331,0.004006084,0.0003925501,0.0,,0.0060036923,0.0,0.0259062806,0.0107343292,0.0,21.2615993258,1.22e-08,1.85587e-05,0.0041583247,,0.0,,,191.9486494377,0.0003237295,0.0,0.0,0.0,1.72643e-05,0.0,,0.0,,,,,26.8489554243,0.097543753,2.3759e-06,0.0,0.5004634751,0.0029046153,2.6898016322,,0.0001198984,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,8.82261e-05,,,,0.0,0.0,,6.814e-07,0.0059088639,0.0,0.0556138193,,,0.0,,,0.1391381622,0.0001698258,,,,0.0,,,,,,0.0027790338,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,1.3e-09,,,,,,,,,5.83132e-05,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0010191858,,,,,,,,,,,,,,,,,,,,,,
