pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_petayaberry,Items_mentalherb,Items_zoomlens,Items_rockyhelmet,Items_lightclay,Items_figyberry,Items_nothing,Items_lumberry,Items_razorclaw,Items_blacksludge,Items_wikiberry,Items_spelltag,Items_nevermeltice,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_stickybarb,Items_apicotberry,Items_chopleberry,Items_aguavberry,Items_adrenalineorb,Items_magoberry,Items_heatrock,Items_choiceband,Items_kingsrock,Items_ironball,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_flameorb,Items_wiseglasses,Items_focussash,Items_focusband,Items_silkscarf,Items_eviolite,Items_whiteherb,Items_ringtarget,Items_pokeball,Items_metronome,Items_liechiberry,Items_iapapaberry,Items_blunderpolicy,Items_bugmemory,Items_magnet,Items_sitrusberry,Items_weaknesspolicy,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_metalcoat,Items_psychicseed,Items_crackedpot,Items_toxicorb,Items_chestoberry,Items_protectivepads,Items_rockincense,Items_blackglasses,Items_muscleband,Items_roseliberry,Items_ejectpack,Items_whippeddream,Items_sharpbeak,Items_heavyball,Items_berryjuice,Items_keeberry,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_rockmemory,Items_cheriberry,Items_machobrace,Items_charcoal,Items_shucaberry,Items_oranberry,Items_colburberry,Items_electricseed,Items_terrainextender,Items_kasibberry,Items_electricmemory,Items_oddincense,Items_cellbattery,Items_enigmaberry,Items_steelmemory,Items_smoothrock,Items_fullincense,Items_occaberry,Items_custapberry,Items_silverpowder,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_absorbbulb,Items_shedshell,Items_starfberry,Items_firememory,Items_laxincense,Items_protector,Items_poisonbarb,Items_bindingband,Items_bigroot,Items_gripclaw,Items_pechaberry,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_blackbelt,Items_mistyseed,Items_mysticwater,Items_floatstone,Items_pixieplate,Items_lightball,Items_waveincense,Items_electirizer,Items_masterball,Items_yacheberry,Items_rawstberry,Items_poweranklet,Items_pinapberry,Items_payapaberry,Items_micleberry,Items_dragonfang,Items_persimberry,Items_flyingmemory,Items_icyrock,Items_safariball,Items_burndrive,Items_fightingmemory,Items_sachet,Items_darkmemory,Items_snowball,Items_jabocaberry,Items_leppaberry,Items_babiriberry,Items_icememory,Items_rindoberry,Items_seaincense,Items_lustrousorb,Items_ghostmemory,Items_reapercloth,Items_fairymemory,Items_ultraball,Items_rowapberry,Items_powerweight,Items_grassmemory,Items_tr62,Items_waterstone,Items_chilanberry,Items_luminousmoss,Items_chippedpot,Items_tangaberry,Items_leafstone,Items_tr15,Items_powerband,Items_kelpsyberry,Items_energypowder,Items_healball,Items_moonstone,Items_dragonmemory,Items_blukberry,Items_watermemory,Items_fastball,Items_beastball,Items_leek,Items_powerbracer,Items_habanberry,Items_ovalstone,Items_softsand,Items_poisonmemory,Items_psychicmemory,Items_prismscale,Items_dawnstone,Items_dragonscale,Items_fossilizedbird,Items_dreamball,Items_repeatball,Items_greatball,Items_deepseascale,Items_sweetapple,Items_groundmemory,Items_tr38,Items_tr30,Items_adamantorb,Items_premierball,Items_tr71,Items_destinyknot,Items_tartapple,Items_galaricacuff,Items_tr98,Items_kebiaberry,Items_upgrade,Items_hondewberry,Items_roseincense,Items_luxuryball,Items_tr65,Items_tr10,Items_flowersweet,Items_quickpowder,Items_metalpowder,Items_loveball,Items_tr49,Items_thickclub,Items_rarebone,Items_tr36,Items_rustedsword,Items_souldew,Items_tr67,Items_icestone,Items_sunstone,Items_tr33,Items_grepaberry,Items_rustedshield,Items_shockdrive,Items_netball,Items_lureball,Items_quickball,Items_tr02,Items_berrysweet,Items_tr50,Items_diveball,Items_thunderstone,Items_tr03,Items_deepseatooth,Items_tr88,Items_duskstone,Items_aspearberry,Items_moonball,Items_cloversweet,Items_tr93,Items_goldbottlecap,Items_tr11,Items_tr64,Items_tr06,Items_tr40,Items_timerball,Items_tr28,Items_friendball,Items_griseousorb,Items_tr58,Items_shinystone,Items_fossilizeddino,Items_nestball,Items_tr68,Items_qualotberry,Items_tr00,Items_chilldrive,Items_lovesweet,Items_tamatoberry,Items_dousedrive,Items_powerbelt,Items_tr20,Items_tr66,Items_tr87,Items_ribbonsweet,Items_parkball,Items_tr97,Items_sportball,Items_starsweet,Items_tr43,Items_tr39,Items_fossilizeddrake,Items_bottlecap,Items_tr44,Items_duskball,Items_tr04,Items_cherishball,Items_tr05,Items_tr18,Items_tr53,Items_tr60,Items_tr47,Items_tr99,Items_tr08
Gardevoir,1398223,33266,2.86702e-05,0.0,9.65e-08,0.0091077699,0.0,0.0001207842,0.0068356567,0.0,0.0105200585,0.0013671568,0.0,1.32087e-05,3.3345e-06,,,0.0,8e-10,0.1654533321,0.0377230156,0.0145806591,0.0002227014,0.0,,0.0024281635,,4.05504e-05,,0.0003673097,0.0,0.0,,0.0034202673,5.39677e-05,0.300215678,1.66464e-05,0.2955735235,1.3295974132,4.4254e-06,0.0014657253,7.25e-08,0.0012002397,0.0086758781,0.0,,2.95364e-05,,,,0.0,,0.0099105129,0.0008273894,,0.0,6.2183e-05,0.0002531998,7.74772e-05,6.5e-09,0.0,0.0021192715,2.24616e-05,,0.1473975083,,,,0.0002127447,,7.37e-06,0.0002234988,,,3.9e-09,0.0047164686,,,,,,0.0,0.000100273,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,4.96715e-05,,0.0002144343,,,,,,,0.0,,0.0003979793,,,0.0077726591,,0.0004051888,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,,0.0068034698,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.000297289,,,,,,,,,,,,,,,,,,,,0.000877481,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Regieleki,1398223,215518,0.0,3.38669e-05,3.93e-07,4.51015e-05,0.0,0.0178712084,41.1160678287,0.0119974947,0.0449366629,0.0004327034,0.0,,0.0131533173,,,0.0,0.1370179914,0.10835389,0.0134847839,3.1183694067,0.0,0.0,0.0,0.0184667509,,7.2e-08,,0.5944219376,2.79631e-05,2.7e-09,0.0129927322,54.6670108374,2.1511e-06,54.6178515559,0.0052110968,0.1934725131,0.4938714852,0.0,0.0002262464,0.0,0.0735140801,1.062889734,0.0002873598,0.112571352,0.0001536064,0.0,4.49916e-05,,0.0017351098,7.75808e-05,0.0002970632,0.0015795182,,8.3410582719,0.0022829913,0.0015241498,,5.36479e-05,4.16598e-05,0.0061840743,3.65496e-05,0.0,0.0003702228,0.2002161873,,,,,0.0,5.07832e-05,0.0,0.0291433848,0.0,8.55951e-05,,0.0010100075,,,,6.4e-09,1.23067e-05,0.0,0.0153306667,2.9886e-06,,,,,0.0005956467,0.0,,0.0023038014,0.010217984,,0.0004891318,,2.32092e-05,2.802e-07,,,,,0.0,,,,,0.0,,,,0.0008342798,,,1.92685e-05,,0.0001234975,0.0,,2e-10,,,,,0.0,6.6766e-06,,,,8.1415e-06,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,9.713e-07,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Conkeldurr,1398223,60432,0.0,,,,0.0,0.0001283322,,3.25773e-05,0.0002772802,0.0181733855,0.0,7.023e-07,0.0,,,,0.0011506921,14.5110608267,0.0029605157,0.373162655,,,,0.0012424345,4e-10,0.0,,0.0963724577,0.0,,,0.0030637352,3.634e-07,0.0,,0.414689395,2.92065e-05,0.0,0.0004525184,12.0705981062,0.0,0.0001237794,,,,,,,0.0,,,2.83e-08,,,0.0,0.0156195609,,,,1.047e-07,0.0,,,0.0,0.0,,,,0.0107436407,0.0,0.0,,,1.88014e-05,8.76151e-05,,,,,,,,,,,,,,,,,,,,,,0.0,9.0102e-06,,,,,0.0001749409,,,,,0.0,,,,,,,,7.75e-08,,,0.0,0.0,,,,3.8436e-06,0.0008984553,,,0.0,,0.0,,,,,,,,4e-10,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,1398223,162338,0.000248707,1.90193e-05,2.717e-07,0.0114841364,0.0002824025,3.0206482669,0.1088701838,1.4718e-06,0.0276231521,0.0705621612,3.269e-07,0.0,0.0004194995,,,0.0,0.0,38.0742089823,0.0011752475,0.1113877542,0.2499827524,,,0.2337824817,,1.67e-08,0.0001611361,0.0,6.182e-07,0.0445727022,0.0009554069,655.6101793823,0.0,1.764569713,,8.9331547412,0.0035514549,3.5751e-06,0.0003654945,0.0,0.0,0.0253508077,0.0,0.0,0.0376159136,,0.0256264521,,,,5.8e-09,0.0,,,0.0003595015,0.0063855542,0.0,1.3546e-05,,0.0045060631,0.0,,1.1563e-06,,0.0848216184,,3.7e-09,,1.5827e-05,0.0023560949,,,0.0,,,,,,0.0,0.0,,,1.0439919646,,,,,0.0,,,0.076807833,0.0028788475,5.2e-09,15.4436574938,,2.8468e-06,,,,,0.0,,0.0,,0.0109214671,,,0.0,28.2894710024,,,,,,1e-10,,0.0,0.0002906212,,,,0.0098634648,,,,,2.42143e-05,,,1.8824e-06,1.9e-07,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,0.0010460935,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drampa,1398223,3914,,,0.0,0.0,6.9769e-06,0.0,,6.47e-08,0.0,0.0,,,3.81e-08,,,0.0,,0.0013682867,1.7144e-06,7.5883334455,,,0.0083905452,7.5623e-06,,0.0,,,,,0.0,1.77645e-05,3.89e-08,0.0534271204,0.0,0.0127170746,3.1337e-06,,1.87e-08,,0.0,2.676e-07,,0.0,0.0,0.0,,,0.0,0.0,1.08e-08,0.0,,,0.0005267323,0.0,,,0.0002752153,,0.0,,0.0,0.0,,,,,,0.0,,,,,0.0,0.0001337727,,,,,,,,,,,,,,,,,,,,,,,,,,,7.10583e-05,,,,,,,,,0.0,,,,,,,,,0.0001832961,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stunfisk,1398223,2234,,,,,,0.0234269207,,,0.0,,,,,,,,0.0056634074,0.0128275804,0.0,0.0,,,,0.0,,,,,,,,0.0,,8.5488e-05,,17.0664996995,,0.0,2.2308e-06,,0.0,0.0001299399,,,,,,,,,,,,,,4.51224e-05,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,7.5717e-06,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopunny,1398223,6247,,,,0.0007535889,,1.3e-09,,4.9808e-06,1.7629e-06,0.0,,0.0,0.0,,,,2.5965e-06,1.4514200502,0.0006753385,0.0004721954,1.33245e-05,,0.0,0.0011535822,,0.0,,0.0004005449,0.0,0.0,,2.41e-08,,7.5559e-06,0.0014027916,0.0006757407,2.0209213735,,0.0,0.003647028,,0.002085087,,0.0,0.000119444,,8.005e-07,,0.0,0.0,0.0,,,,0.0,0.0,,2.29139e-05,1.0278e-06,,1.3308e-06,0.0,0.0,0.0,,,,,0.0002256668,0.0,,,,0.0,,,,,0.0,,,0.0,3.61698e-05,,,,0.0,,,,,,,,,,,2.52609e-05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.4978e-06,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9883e-06,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Mow,1398223,9429,,,,2.3031e-06,,6e-10,6.707e-07,7.10583e-05,1.1953e-05,0.0,,0.0,0.0014839268,,,,1.1658e-05,6.67193e-05,1.491e-07,0.0002458622,0.0,,,2.763e-07,,7.76e-08,,0.0,1.7e-09,0.0,6.07545e-05,0.0372496115,0.0,0.264184425,2.03e-08,0.0228880511,0.5515813583,0.0,9.41025e-05,,0.0,0.0003248126,,0.0,,3.60808e-05,0.0,,0.0,,0.0003816696,0.0,,1.54983e-05,0.0001825075,6.9898e-06,,0.0,,0.0,0.001029777,,0.0,,,,,,0.0,1.3995e-06,,,,,,0.0001390709,,,,,,,,,,,6.51e-08,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,6.33e-08,,,,0.0,,,0.0003204071,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audino,1398223,3361,,0.0,,0.0,,0.0001739495,0.0097559368,0.0,5.5976e-06,0.0,,0.0,0.0,,,,,8.048e-07,1.10544e-05,1.81247e-05,,,0.0076068628,0.0002282796,,1.26319e-05,,2.05e-07,,,0.0,0.0224094923,,1e-10,,0.2521859649,,0.0,0.0,0.0,,1.9724e-06,,,0.0,,,,,,,,,,0.0019583749,,,,,,,,,0.0,,,,,,6.8522e-06,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.4246653561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Hawlucha,1398223,219287,0.0013583614,3.097e-07,0.0,0.0172038621,,0.0254041094,,0.0035104259,0.0957267372,0.0002403775,1e-10,1.8e-09,4.75e-08,,,202.4295696994,0.001580905,0.0188734599,0.015015728,0.0428368589,0.0,3.7802e-06,0.0,0.0123328057,1.57231e-05,0.000120044,,0.1378064222,0.002097127,8.032e-07,,0.0086372325,1.3715732583,7.25335e-05,1.01e-08,0.0366865264,0.0129961369,0.0128888602,3.378e-07,5.115e-07,,0.3230658463,2.292e-07,,2e-10,0.6525702591,0.0,,9.968e-07,0.1842205204,0.0007454866,0.0018922559,,0.0,0.7885106205,0.0841886857,,,0.0,1.48945e-05,0.0012448533,,0.0130738903,0.0,1.4908e-05,,21.1776194575,,2.718e-06,0.0028536428,0.0,,,0.0209004028,0.0366948838,0.0,,0.0002190186,,2.34459e-05,0.0905280755,,3.4034e-06,4.831e-07,,,,,0.0,,0.0,118.8314222187,0.0,,0.0,,0.0,0.0,,,4.465e-07,,2.7947e-06,,,,,,,5.59e-08,,7.735e-07,,0.202800155,,,,0.0,7.7027e-06,0.0,1e-10,,3.91661e-05,2.2e-08,0.001254723,6.4680911561,,,,0.0033802683,,0.0003036786,,6.8651e-06,0.0001779623,,,3.5548e-06,,,,7.51957e-05,,,,0.0,,,0.0,0.0,0.2466591472,,,0.0,,,0.0,,,,0.0013371591,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,9.77933e-05,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0275544894,0.0,,,,,,,,,,,,,
Sandslash-Alola,1398223,15702,0.0003879925,,,0.0,,0.0250436555,0.273201533,0.0,4.89032e-05,0.0,0.0,,,,8.49e-08,,3.3011e-06,0.0154844191,0.0005579286,1.7262592882,,,0.0,0.0,0.0,0.0,,0.0837573103,0.0444314512,,0.0,0.0987372383,,0.0,10.4787070158,0.0110483867,0.0008309906,,0.000356371,,,0.0393554783,3.4e-09,,0.0,0.0,,,0.0,9.779e-07,0.0,0.0,,,1.92036e-05,0.0003373365,,1.1737e-06,,1.151e-07,,,0.0,,,0.0,,,,,0.0012813431,,,5.997e-07,,,,,,0.0,,,,,,,,,0.0605113024,,,,,,,,0.0,,,,,0.0001076493,0.0026069384,1.289e-07,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0001125663,,,,,,,,,,0.0,3e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58e-08,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roserade,1398223,17095,3.1508e-06,6.006e-05,,0.0,1.4253e-06,0.0160635641,,0.000176577,0.00857053,0.0,,0.5381116892,0.0,,,0.0,0.0001887255,0.0102178086,0.0045783027,0.1043461147,,,,6.1946e-06,,6.9358e-06,0.0068465024,0.0,3.033e-07,,,0.0013068459,0.0006839848,0.0506801522,0.02838539,0.0368574141,0.1562115265,0.0,1.02506e-05,,0.004843011,0.258331961,0.0,,9e-10,3.24221e-05,,,0.0003236284,,0.0,,,,4.6503e-06,0.0001148714,,,0.0,8.61057e-05,0.0,,0.0,,,,,,0.0,4.014e-05,,,,,,7.10095e-05,,,,0.0,0.0,,0.0,,,,,,,,,,2.0705e-06,,,,,,,,,4.0583e-06,0.0,,,,,,,,,,,0.000144529,,0.0001196031,0.0,,3.24729e-05,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008720921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drapion,1398223,14057,0.0995293898,,,2.2e-09,5.6138e-06,0.0029378212,,2.9e-09,5.01421e-05,0.0,0.0508025438,0.1054720416,0.0,,,,0.0018124775,0.0098080004,1.8655e-06,0.0001837263,,,,0.0006994232,,0.0,0.0,0.0027701436,0.0,0.0,6.16499e-05,2.6e-09,,0.0,,0.0619816778,0.3830890099,1.84e-08,0.0,,,0.0050175973,,,0.0,,,,,,0.0,,,,7e-10,5.68e-08,,,,0.0,,,8.10945e-05,0.0,,,,,,2.4124691877,,,2.32e-08,,,,,,,,,,,,,,,,0.0020642909,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,4.8866e-06,,1.70349e-05,0.0,,,,,,0.0395350934,,0.0,,,,,5.34802e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torkoal,1398223,59746,,0.0,,4.55312e-05,,0.0153120561,,0.0,1.0865e-06,4.9108e-06,,,0.0032994122,,,,0.0072037443,0.015412281,3.13121e-05,0.0007392788,,9.8804e-06,,0.0002452323,0.0,5.726e-07,54.8835837186,0.0,,0.0,0.0,3.7934484189,0.0,2.0806104238,,0.25376523,0.0,2.44179e-05,5.183e-07,0.0,,0.0020972138,0.0,,9e-10,0.0106030677,,,0.0,,2.1e-09,4e-10,,,0.0001480671,4.26273e-05,,,,,0.0,,0.0,0.0002527976,,,,,,7.9e-09,,,,,,0.0613441894,,,,,,,0.0310610443,,,,,0.0110659551,8.42e-08,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,7.59166e-05,,,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excadrill,1398223,240612,0.0071948921,0.0,,0.0003051394,,0.1958804782,,0.0005480863,0.0144053201,0.0058755362,0.0116679158,0.0,6.3051e-06,,,6.60387e-05,8.0561332881,0.667067764,0.1362706929,21.2934945507,0.0,,0.0315274596,0.0122185431,1.47e-08,0.0007474788,6.9577e-06,6.3600325209,0.9794814645,0.0,,0.5522059857,9.53233e-05,0.0001407007,7.47563e-05,217.0962089487,9.8363649534,0.0,0.0004072865,0.0001449662,,21.5597251738,5.3524e-06,0.0,8.438e-07,0.0,1.73e-08,,0.1385629552,0.0017561219,0.0061411148,0.0013165151,,0.0,0.0620638692,0.1988489655,,,0.0,0.0106884955,0.0031624421,,0.0001637939,0.0,0.0,0.0302270321,,,1.6559e-06,0.0006794795,0.1766693124,2e-10,0.0,0.0099913958,,0.0,,,,0.0,0.0,,0.0005611712,2.9599e-06,,,,,0.0666625686,,,,,,,,0.0,0.0001372596,7.75013e-05,0.0056560713,,0.0030091899,,0.0,,,0.0,0.0,,,,5.5e-09,,2.979e-07,0.0,,,,,0.0001983528,0.0,0.0044946705,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.106499753,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Polteageist,1398223,31640,,0.0,,0.0109693216,,9e-10,6.81666e-05,0.0,0.0005711156,0.0221584104,,0.0,0.0018341561,0.0001101411,,0.0,0.0,0.0,3.9e-08,0.0058211727,,0.0,,3.55e-08,,,,,0.0,,,0.0107609532,0.0080257962,3.3e-09,,0.0005201028,4.7241e-06,0.0,0.0,3.031e-06,0.0,29.4424709877,0.0,,2.8892e-06,24.618747031,6.01603e-05,,0.0001478047,,2.25175e-05,,,,3.33e-08,0.0197508507,,,,0.0,0.0,,0.0,,,,,,0.0,2.26e-08,,,,,,0.0,0.0,,,,,,2e-10,,,,,,,,0.0030701998,,,0.0,,,,0.0,,,,,,,0.0005734353,,0.0,,,0.0,,,,,,6.9677e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bewear,1398223,7361,,,,0.0,,1.8633729687,,4.7643e-06,2.5e-09,5e-10,,,0.0,,,,0.0,0.0037990729,6.52e-08,0.0132478033,0.0,0.0,0.0010836846,0.0026586326,,,,0.0103976803,0.0,0.0,,0.0020290654,0.0001164869,,,0.25574265,0.0011923228,,0.0045939126,0.0,,0.0001187381,,0.0051742706,,7.6e-09,,,0.0,,0.0,0.0,,,0.0039386069,6.434e-07,,,0.0,,0.0,,0.000217875,2.5427e-06,,,1.53744e-05,,,0.0,0.0,,,0.0,0.0,,,,,0.0,7.3667e-06,0.0002827888,0.0,,,,0.0,0.0,,,,,,0.0,,,,,,,,6.0607e-06,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,1e-10,,,,0.0,,,,,,,,4.5678e-06,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfey,1398223,13154,0.0,,0.0,0.0,,7.27e-08,0.0,0.0,0.0004772284,0.0,0.0,,0.0,,,2.9e-09,0.0,4.6457e-06,6.89599e-05,16.6800648518,,,,1.8e-09,,0.0,0.0,,,,,0.0486873282,,0.0004572385,,0.3010777187,0.0024129528,,0.0,0.0,0.0,0.0019894991,,,2e-10,,0.0075540653,,0.0115217869,,0.0,,,,0.0004100399,8.466e-05,,5e-10,,0.0,0.0,,9.389e-07,,,,,0.0,3.06e-08,0.0,,,,,,,,,,,4e-10,,0.0002203893,,,,,,,,,,,,,,,,,,,,,,0.0018139405,,,,,,,,,,0.0,0.0934093693,,,1e-10,,,,,,,0.0,,,6.9599362164,,,,,,,,,,,,,,,,,,,,,,,0.0009077872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034090949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
