pokemon,number_of_battles,Raw count,Items_scopelens,Items_chopleberry,Items_rockmemory,Items_petayaberry,Items_mentalherb,Items_pechaberry,Items_rockyhelmet,Items_ironball,Items_figyberry,Items_focussash,Items_oranberry,Items_pixieplate,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_spelltag,Items_widelens,Items_dragonmemory,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_expertbelt,Items_aguavberry,Items_adrenalineorb,Items_weaknesspolicy,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_blukberry,Items_choicespecs,Items_oddincense,Items_razorclaw,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_nothing,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_leppaberry,Items_ejectbutton,Items_metronome,Items_zoomlens,Items_powerherb,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_charcoal,Items_yacheberry,Items_magoberry,Items_ovalstone,Items_keeberry,Items_electricseed,Items_protectivepads,Items_muscleband,Items_shockdrive,Items_roseliberry,Items_heatrock,Items_kingsrock,Items_leek,Items_sharpbeak,Items_heavyball,Items_mistyseed,Items_darkmemory,Items_whiteherb,Items_marangaberry,Items_fullincense,Items_healball,Items_chartiberry,Items_custapberry,Items_blacksludge,Items_payapaberry,Items_poisonbarb,Items_blackbelt,Items_focusband,Items_shucaberry,Items_metalcoat,Items_lightclay,Items_tr25,Items_colburberry,Items_apicotberry,Items_terrainextender,Items_stickybarb,Items_kasibberry,Items_machobrace,Items_luminousmoss,Items_ringtarget,Items_masterball,Items_smoothrock,Items_occaberry,Items_starfberry,Items_silverpowder,Items_hondewberry,Items_berryjuice,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_firememory,Items_cheriberry,Items_bindingband,Items_ejectpack,Items_rowapberry,Items_bigroot,Items_bugmemory,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_babiriberry,Items_cobaberry,Items_liechiberry,Items_energypowder,Items_lightball,Items_electricmemory,Items_gripclaw,Items_electirizer,Items_mysticwater,Items_souldew,Items_fightingmemory,Items_nevermeltice,Items_poisonmemory,Items_poweranklet,Items_beastball,Items_flyingmemory,Items_rockincense,Items_dragonfang,Items_grepaberry,Items_rawstberry,Items_snowball,Items_watermemory,Items_softsand,Items_shedshell,Items_aspearberry,Items_grassmemory,Items_tr24,Items_greatball,Items_cellbattery,Items_ghostmemory,Items_fossilizedbird,Items_rindoberry,Items_seaincense,Items_waveincense,Items_floatstone,Items_jabocaberry,Items_fairymemory,Items_powerweight,Items_habanberry,Items_adamantorb,Items_steelmemory,Items_tangaberry,Items_magmarizer,Items_icyrock,Items_kebiaberry,Items_duskstone,Items_destinyknot,Items_flowersweet,Items_psychicmemory,Items_quickpowder,Items_levelball,Items_micleberry,Items_protector,Items_powerbelt,Items_powerbracer,Items_upgrade,Items_dragonscale,Items_fossilizeddrake,Items_pokeball,Items_parkball,Items_ultraball,Items_groundmemory,Items_persimberry,Items_rustedsword,Items_bottlecap,Items_galaricacuff,Items_ribbonsweet,Items_goldbottlecap,Items_berrysweet,Items_rarebone,Items_leafstone,Items_rustedshield,Items_roseincense,Items_icememory,Items_sweetapple,Items_tr64,Items_prismscale,Items_metalpowder,Items_chilanberry,Items_diveball,Items_thickclub,Items_pinapberry,Items_whippeddream,Items_deepseascale,Items_shinystone,Items_duskball,Items_fastball,Items_chippedpot,Items_tr43,Items_dreamball,Items_kelpsyberry,Items_icestone,Items_tr71,Items_lustrousorb,Items_premierball,Items_luxuryball,Items_tr78,Items_tr16,Items_netball,Items_sunstone,Items_tamatoberry,Items_powerband,Items_cherishball,Items_repeatball,Items_waterstone,Items_pomegberry,Items_dubiousdisc,Items_tr98,Items_tr69,Items_tr10,Items_deepseatooth,Items_quickball,Items_fossilizedfish,Items_griseousorb,Items_burndrive,Items_loveball,Items_starsweet,Items_tartapple,Items_lovesweet,Items_thunderstone,Items_chilldrive,Items_tr00,Items_reapercloth,Items_tr89,Items_tr99,Items_sachet,Items_qualotberry,Items_crackedpot,Items_tr88,Items_tr53,Items_tr15,Items_dawnstone,Items_tr02,Items_safariball,Items_tr08,Items_tr01,Items_tr32,Items_tr19,Items_tr46,Items_tr42,Items_sportball,Items_tr55,Items_dousedrive,Items_tr75
Reuniclus,1336739,31433,,,,,0.0007803581,,11.2752881853,0.0,9.5734e-06,0.0221005693,,,0.0025771878,,0.0,,2.925e-07,,,0.0048881868,,6.3011237528,10.3629637634,,0.1618881732,0.0347398308,,0.2182703259,0.0004786543,0.0,0.0144719931,,0.3183190719,5.71e-08,1.23514e-05,61.44352599,0.1951346316,1.9e-09,6.3016e-06,0.0104771519,0.0,0.0064782132,,,,,0.0,4.06672e-05,0.0010405187,0.0,0.0,0.0,,,0.0,1.006e-07,9.67325e-05,0.0108531411,,0.001070328,5.3798e-06,,0.0,,,0.0,0.0,,,0.0,,0.0427468434,1.2317832191,,0.0,,,,,,,,0.0506257904,,,,,,,,,,,0.0,,,,0.0065992562,,4.2244604455,,4.10875e-05,5.0089e-06,0.0,,,,,,,,,,,1.27e-08,,,,,4.1e-09,,,,,,,,,,,,,,,,5.9e-08,,,,,,,,,,,,,,,,,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ribombee,1336739,23356,,,,1e-10,0.0003669348,,0.0,,1.09e-08,10.3487292822,,3.52e-07,1.03e-08,,4.806e-06,,,,,,0.0,3.45e-08,0.0037958624,,0.4192880685,1.8003e-05,,1.689e-07,0.0,,0.1170457244,,0.2275353249,,,0.0124429861,0.5477661213,8.8e-09,9.68298e-05,8.6246e-06,0.0,0.0001108252,,,0.0,,8.70912e-05,0.0,,,,,0.0,,0.0024440598,,3e-10,1.268866996,0.0,1.23211e-05,,,,,,1e-10,,,,,,,,,,,,4.34e-08,,,,,,,0.0,,,,3.03652e-05,,0.0034189041,,0.0,,0.0,,,0.0134161413,,0.0,,,0.0,,,,0.3736327455,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,1.3e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69665e-05,,,,,,,,,,,,,,,,,,,,,,,,,,5.4944e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatran,1336739,442787,0.000107506,0.0409588173,,0.0,5.578e-07,,45.1969789937,0.0,3.74566e-05,0.0724634186,0.0,,0.0,2.4553e-06,0.021375554,0.0,0.0083092089,,0.0575217365,0.0002285623,85.9639400525,1.3512324002,0.6381877067,0.0,0.2069519919,0.0236931813,0.0,0.0086960995,0.0004334893,,2.1606534978,,47.2233726986,,5.879e-07,1189.6410622809,28.6528323651,0.0,0.0276921587,,0.0017465185,0.0234054643,0.0,4.09e-08,0.0002613096,,0.0,0.0041766704,0.0248755525,11.4851411408,,0.4321355217,0.0,,0.0034753741,0.0233343584,0.0164522946,3.43133e-05,0.0091679187,0.0018150345,0.0360895747,4.331e-07,4.1333e-06,8.51873e-05,,5.05e-08,,0.9868973139,,1.1e-08,,0.0,,,0.0,,,0.0003654784,0.0,,,,,,0.0052839826,,0.0,0.0,0.0,0.0,0.0,,,2.2e-09,1.27444e-05,1.254080992,2.4984e-06,,,,0.0,,6.3422e-06,,,,,0.0,,,,,,2.131e-07,,0.0,3.43803e-05,1.1155e-06,,0.0243046608,0.0062897505,,,,,0.0007740243,,0.0,,0.0,,0.0,,,,2.7916e-06,,,,,,,,,,0.0,0.0,,,,,1e-10,,,,,,4.74e-08,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032787484,,,,,,,8.7184e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06518e-05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbaracle,1336739,5166,3.53817e-05,1.061e-07,,,0.0,,5.45686e-05,0.0,0.0,1.6482270787,,,,,0.0011947765,,0.0,,,,0.0,0.0001996669,0.0708041737,0.0,7.97e-08,0.0,,0.0,0.0,,1.37606e-05,,0.0,,6e-10,1.40801e-05,0.0,,0.6119698084,,,0.0003336415,,,0.0,,,,,0.0,,0.0,,,0.0002344994,2.18885e-05,2.51079e-05,9.301e-06,,0.0,0.0,,1e-10,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.5224705596,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.001788612,,,0.000184192,,,,,,0.0003336612,,,,,,,,0.0004685931,,,,,,,,,,,,,,,8.68e-08,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druddigon,1336739,20642,,,0.0,,2.8713227548,,3.2772707706,,,13.9045292866,,,,,0.0,,,,0.0025354606,,,0.00011567,0.1727274514,,0.0052462129,0.0001838716,,2.98064e-05,0.0042505664,0.0,4e-10,,1e-10,,,0.0601933837,1.2602e-06,0.0,,,,0.0002658001,,,1.602e-07,,,1.12e-06,,,,,,0.0,1.99e-08,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,3.19931e-05,0.0,,0.0002793081,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.551e-06,,,,,,,,,,,,,,,,,,,,,7e-10,,,,,,,,,,,,,,,,,,,,,,,,0.0575111063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragapult,1336739,616223,0.0066700181,0.0,,0.0043932372,8.84058e-05,0.0,0.0290623151,,0.0518791426,2.4792600358,0.0,,2.01681e-05,7.413e-07,0.006399749,8.640397871,0.0321834421,0.0,0.0008341387,0.0001164852,0.0009787665,0.3007920049,139.5004749262,0.0002443465,0.5493806356,0.1050040687,0.0,49.1400460951,0.0397372699,,105.2372286771,,903.6414068115,0.0,0.0004193623,101.0454255778,20.5346671114,0.0008248695,0.0020339792,0.0,0.0389239291,0.1414747437,0.0,,0.0001382392,0.0,3.26826e-05,0.3410094182,0.0,4.5152480386,0.0,0.0002877066,0.0,0.0,78.0500037038,0.4054841105,0.017633939,1.122e-07,0.0,0.0192128951,0.0087312281,,0.0006510946,,,0.0235803331,0.0,0.0003049813,0.0095015465,0.0136383243,,,1.966e-05,7.293e-07,0.4274797257,,0.0230281288,,0.7260307857,,0.0,0.0,,0.0,0.2717746472,0.001306536,,,0.0,0.0,3e-10,,,0.0077644781,1.61804e-05,,2.98e-08,2.6125899331,,0.1585228665,0.0,,,4e-10,,,0.0,0.0,,,0.0,,,0.0004785851,,,,,4.374e-07,,0.0198846071,,,,,,0.0,2.129e-06,0.0,,0.0,0.0172262793,,3.5448e-06,,0.0,,0.0,,,,,1.49e-08,0.0,,,1.7173366868,,0.0,0.0,,,0.0,,,,,2.74e-08,1.6e-09,,0.0,0.0,,0.0,,,,0.0065596892,1e-10,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0005953573,,0.0,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrakion,1336739,38384,,0.0103769465,,,0.0,,0.0008046945,,0.0005971343,17.4579385007,,,,,0.0,,0.0079246949,,0.0,0.0,0.0125659125,0.4146642152,12.7406865541,,0.031169447,0.0002504114,1.3e-09,0.1918972055,0.0,,0.0546789811,,,,9.6e-08,0.7028274898,1.8962839759,0.0,0.0,,,0.0124801607,,,0.0,,,0.0034674546,,,,0.0145601702,,,50.9576567386,0.0425706121,1.68e-08,,,0.0018329127,0.0,,0.1514793331,,,0.0,0.0,,,0.0,,0.0312883705,0.0,0.0267640899,0.0988929919,,0.0,,0.0022517844,,,,0.0074534997,,0.0,,,,,0.0,,,,0.0001498262,,0.1035052345,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,0.073521228,,,,,0.9815661345,,,,0.0,,0.0021721033,,,,,,,,,,,,,,0.0006623231,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhydon,1336739,5128,,,,,,,1.43999e-05,0.0,,0.0027076856,,,,,,,,,,,0.0,3.3274e-06,2.33821e-05,,0.0,5.968e-07,,0.0,,,3.73e-08,,1.95829e-05,,,3e-10,5.2009e-06,,0.0,,,5e-10,,,1.0722999319,,,,,0.0,,,,,0.0024632149,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardevoir,1336739,34283,0.0035086627,,,2.9e-09,0.0002475194,0.0,0.0033075981,1.495e-07,0.002042942,0.0078714198,0.0,0.0005838573,1.746e-07,0.0,7.98126e-05,3.76e-08,3.1465e-06,,1.7088e-06,1.9e-09,0.0002026467,0.0238623382,0.147864335,,0.0121982687,0.006701506,0.0,0.0171397824,0.0024869966,,0.0520976177,,0.081708316,0.000471436,0.0010150919,0.3677549127,5.7954201289,6.26e-08,1.43632e-05,0.0,0.0008345711,0.0047284062,0.0,,0.0002131726,0.0,0.0,4.3e-09,,0.0,3.36469e-05,0.0055479927,,,0.0039525607,0.0034703677,0.0195124415,6.26e-08,0.0,0.0013767602,0.0050335912,,0.2556674123,9.81e-08,,0.0,3.57392e-05,0.0,0.0,0.0,,7.20222e-05,,,0.0,,0.0,,0.0019405284,,,,,,2e-09,,,0.0,,0.0,,0.0,,0.0,2.3936e-06,,,0.011307097,,0.0010925926,0.0,1.908e-07,0.0004106537,0.0,,,0.0,,,,0.0001448146,,,0.0,0.0012517777,,,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.002273139,,,,,,6e-10,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.944e-06,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7542e-06,,,,,,,,,,,,,,,,,,,,,,,,,
Regieleki,1336739,173525,8.75439e-05,,,0.0007818569,3.14939e-05,0.0,0.004122667,0.0,0.0010805991,1.3156597287,0.0,,0.0,0.0,0.000277115,0.0,0.006889799,,0.0176804706,0.0003039124,0.2509947888,0.1972475195,8.8933953635,,0.0538259111,0.014445524,0.0,0.0004036011,1.7607e-06,0.0046989643,22.8866316266,,32.7522620256,,0.0005087938,0.5421899054,0.188633019,0.0,0.0005614915,0.0,0.042066771,0.2847667696,0.0003256649,0.0095724197,0.0003250233,0.0,0.0317477706,0.0695284156,0.0020325304,1.9697e-06,,0.0411467781,2.38e-08,8.7955476759,1.718083344,1e-10,5.08438e-05,0.0,0.006989761,0.0002916785,0.0417200658,,0.0007044966,6.1176696101,,0.0,0.0041828949,,,0.0196920255,,2.8e-09,0.0059395101,0.0,3.0595e-06,9.8327e-06,,,0.0009642805,,,,,,,,,,0.0,,0.0,,,,2.97214e-05,0.0030541178,,44.4165428462,,,0.0,7.91692e-05,,,0.0,,0.0005171975,0.0,,,0.0,,,0.0,,,0.0,0.0,4.1489e-06,1.18619e-05,0.0,,,,0.0,0.0,,,0.0,,,2.0696e-06,7.7e-09,1.5375e-06,0.0043132943,0.0001416486,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0005658492,,,,,,,,,,4.73e-08,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15e-08,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Conkeldurr,1336739,65886,,,,,,0.0,0.0001596933,6.43112e-05,6.57092e-05,0.0036160511,,,0.0020467483,,,,,,2.4e-09,,,1.0521918549,1.7854352342,,0.0024449916,0.0022624376,,0.0050844179,0.0031905926,0.0,0.0159773149,,1.01e-08,,0.0,0.3797435052,0.0012580281,0.0,0.0011859169,,,0.0005172125,,,8.0643e-06,,,0.0,,,,1.429e-07,,,0.3882124924,0.0,0.0,113.4749431428,,,8e-10,,0.0001026723,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0182025303,,0.0,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0028413444,,,,,,,,,,,,,,,,,,,,,,3.7971e-06,,,,,,,9.93751e-05,,,,,,,,0.0001193937,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vileplume,1336739,7575,,,,0.0,0.0,,0.192544779,,,0.0002108471,0.0,0.0,,3e-10,0.0,,0.2318475413,,,0.0007550662,,0.0005382943,0.0170088301,,0.0,0.0005045927,,1.945e-07,0.0,,0.0,,0.0,,,0.0092541588,0.0,,0.0,,0.0,5.964e-07,,,0.0,0.0,,,5.41288e-05,3.224e-06,,,0.0,,0.0,0.0,4e-10,,,,0.0,,5.187e-06,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,1.3849055645,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,3.4105e-06,,8.73434e-05,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,1336739,167446,,,,,0.0049362701,0.000128424,0.9704702997,0.0005849782,0.0053040697,0.0144994358,,0.0,0.0001548045,2.79126e-05,0.0199696585,,0.0003039082,,7.4398e-06,0.0,0.0,117.5833648987,0.1839347244,0.0,0.0130198652,0.0301835195,,0.005831291,0.0024854806,5.081e-07,430.5840248257,,0.1778813883,0.0015507168,,6.8557710699,1.2641e-06,3.547e-07,0.0001782292,0.0004841236,0.0,0.023621804,0.0,,0.0002116653,0.0,0.351087601,0.0,2.18e-08,0.0,0.0,4.6601e-06,,,0.0006208238,0.002511675,0.0010509094,0.0,0.0,8.22e-08,2.37e-08,,0.0,,0.0066574956,0.0031390626,0.0,0.0,,0.0,,4.93e-08,,,,,,0.0114383562,0.0035667895,,,0.0,,,,,,,,4.262e-07,,,,,,,,0.053207107,,1.7599854195,,1.1249e-06,1.3394e-06,0.8162944273,,,8.68e-08,,,,,,,1.8095e-06,7.53253e-05,,,,,,,0.0,,,,,,0.0,,,,,,,,,,1.66e-08,,,0.0,,,,,,,,,,4.816e-07,,7.3546451054,,,,,0.0,,,1e-10,1.875e-07,8.7e-09,,,,,,,,0.0,,0.0031829158,,,,,9.464e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Drampa,1336739,3697,,0.0,,0.0,,,8.56178e-05,,0.0,2e-10,,,,,3.854e-07,,0.0,,0.0012983934,,,0.0035789581,5.1524124471,,0.0,0.000608912,0.0,0.0,0.0003014213,,1.577e-07,,0.1147665815,,,0.0136443191,0.0,0.0,0.0013836027,,0.0,3.09717e-05,,0.0,3.5e-09,,,0.0,0.0,0.0,,,,,0.0,,1.5061e-06,,0.0897784583,,0.0,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,7.0841e-06,,,,,8.1e-09,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.336e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Stunfisk,1336739,2493,,,,,,,0.6020416611,,0.0,0.0097927334,,,,,0.0,,,,,,1.588e-06,0.0150996617,3.5788e-06,,,1.4e-09,,0.0,0.0,,7e-10,,0.0147222126,,,4.1051128751,0.0,0.0,2.35377e-05,,,0.0,,,,,,,,,,0.0,0.0,5.58498e-05,0.0,0.0,1.3e-09,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,2.085e-07,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom-Mow,1336739,7230,,,,,0.0,,0.0003337889,,1e-10,0.0026863994,,,0.0,2e-09,0.0,,4e-10,,0.0820737545,,,9.005e-07,0.0031762448,,1.5e-08,7.58e-08,,1.4225e-06,0.0001116328,0.0,0.0124457398,,0.0181365267,,,0.2586894542,0.9681627215,,3.601e-07,2.149e-07,2.1e-09,0.0040848145,,,,,4.61618e-05,0.0,3.8e-09,,,0.0003306342,0.0,8.10225e-05,0.0003326373,0.0,6.36018e-05,0.0015124372,,,0.0,,0.0,,,,,,0.0,0.0,,,1e-10,,,,,,0.0,,,,,,0.0,,,,,,9.8235e-06,,,,,,,0.0,,,,0.0,,,,,0.0,,,9.631e-07,,,,,,,,,,,0.0094517642,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001823979,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audino,1336739,3979,,0.0004478053,,,0.0002214868,,5.43151e-05,,0.0,0.0005458849,,,,,0.0,,,,0.0,,,0.0387241164,,,0.0,0.5134738862,,0.0,3.46695e-05,,10.9590759015,,0.0,,,1.334122646,0.0,0.0004731792,7e-10,,,0.0013418471,,0.0,0.0,,4.69e-08,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e-10,,,,,,,,,,,,,,,0.0,0.1359430482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,1336739,184560,3.72093e-05,,,3.4006e-06,0.003369029,0.0,0.0020141665,0.0008037546,0.0037461374,0.2579902684,5.874e-07,0.0,1.8859e-06,,2.48731e-05,,3.9366e-06,,0.0237839448,96.5694103286,0.0002902435,0.0770654712,0.1285062951,9.1829e-06,0.028095564,0.0385600374,5.211e-07,0.1970522998,0.7770146391,0.0,0.0038413296,,9.0274e-06,,0.0,0.0240117845,0.0226905137,0.0115464094,0.0002343202,,,0.0867638541,7.5204e-06,,8.78549e-05,0.1093218952,6.016e-07,0.002162265,0.0012285264,8.667112839,,0.004195107,,,0.1951088336,0.0917989893,0.0128069036,0.0003056491,0.0,0.0,0.0,,0.0019660926,7.465e-06,0.001281639,,24.5641669233,0.0,3.4e-09,4.84511e-05,,8.54712e-05,77.1035285347,8.98245e-05,2.16611e-05,,1.85e-08,1.33456e-05,0.1238017351,,0.0002171722,0.0,13.2990376,,0.9372257697,0.0,,,0.0,0.0,,0.0009429692,0.0531599456,0.0005822998,3.7e-09,,0.0,,,,,,1.685e-07,,,,,,,,,,0.0,0.0003402964,,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.2149510288,,2e-10,0.0020983894,,1.44199e-05,,,0.0,,,,,0.0,0.0,,,,,,,,,1e-10,,0.0,0.0007587259,,,,,,0.0,4.30621e-05,,,,,,,,,,,,,0.0003380585,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,0.0,9.8e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandslash-Alola,1336739,7837,6.35397e-05,1.54e-07,,,7.60344e-05,,0.00050266,0.0,0.0,0.1831767086,,,0.0,,0.0,,0.40122513,,,0.0,1.8e-09,0.0006124694,9.4060383636,,1.396310098,0.0009510961,,0.0,1.3e-09,,0.0107132554,,,,,0.1324748878,2.73803e-05,0.0,0.0,,,0.0012087252,,,1.33956e-05,,,0.0,,0.0,,0.0,0.0,,0.010251567,2.2485e-06,0.0,,,0.0367039456,0.000423615,,1.33825e-05,,,,,,,,,,,0.0016236188,0.0323153975,,,3.757e-07,0.0001308538,,,,,,,,,,,1.367e-07,,,,,,0.0006150948,0.0,1.0639e-06,,,,,,,,,,8.2399e-06,,0.0099223642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009519462,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0085526563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
