pokemon,number_of_battles,Raw count,Items_petayaberry,Items_blackglasses,Items_cellbattery,Items_metalcoat,Items_chopleberry,Items_firememory,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_focussash,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_sitrusberry,Items_stickybarb,Items_floatstone,Items_mentalherb,Items_aguavberry,Items_ironball,Items_weaknesspolicy,Items_scopelens,Items_kingsrock,Items_adrenalineorb,Items_charcoal,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_nevermeltice,Items_leftovers,Items_mistyseed,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_flameorb,Items_wiseglasses,Items_prismscale,Items_liechiberry,Items_nothing,Items_silkscarf,Items_electricseed,Items_eviolite,Items_ringtarget,Items_metronome,Items_zoomlens,Items_blacksludge,Items_iapapaberry,Items_blunderpolicy,Items_fullincense,Items_powerweight,Items_choiceband,Items_lumberry,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_lansatberry,Items_pechaberry,Items_yacheberry,Items_figyberry,Items_poisonbarb,Items_rowapberry,Items_protectivepads,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_whippeddream,Items_keeberry,Items_sharpbeak,Items_damprock,Items_darkmemory,Items_enigmaberry,Items_heavyball,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_safetygoggles,Items_laxincense,Items_mysticwater,Items_chartiberry,Items_goldbottlecap,Items_payapaberry,Items_blackbelt,Items_shedshell,Items_muscleband,Items_bigroot,Items_focusband,Items_cobaberry,Items_shucaberry,Items_silverpowder,Items_twistedspoon,Items_passhoberry,Items_absorbbulb,Items_starfberry,Items_roseincense,Items_ejectbutton,Items_cheriberry,Items_lightclay,Items_jabocaberry,Items_apicotberry,Items_bindingband,Items_ejectpack,Items_softsand,Items_gripclaw,Items_luminousmoss,Items_chilanberry,Items_bugmemory,Items_lovesweet,Items_oranberry,Items_miracleseed,Items_utilityumbrella,Items_babiriberry,Items_occaberry,Items_smoothrock,Items_lightball,Items_pixieplate,Items_colburberry,Items_psychicmemory,Items_terrainextender,Items_electricmemory,Items_oddincense,Items_dragonfang,Items_groundmemory,Items_pinapberry,Items_magnet,Items_energypowder,Items_fightingmemory,Items_leafstone,Items_seaincense,Items_persimberry,Items_spelltag,Items_kasibberry,Items_griseousorb,Items_ghostmemory,Items_pokeball,Items_poisonmemory,Items_flyingmemory,Items_hardstone,Items_grepaberry,Items_tr69,Items_netball,Items_rawstberry,Items_deepseascale,Items_snowball,Items_steelmemory,Items_leppaberry,Items_tr68,Items_tr64,Items_tangaberry,Items_masterball,Items_icyrock,Items_diveball,Items_rindoberry,Items_waveincense,Items_fossilizeddrake,Items_bottlecap,Items_loveball,Items_aspearberry,Items_watermemory,Items_friendball,Items_healball,Items_tr43,Items_micleberry,Items_deepseatooth,Items_poweranklet,Items_electirizer,Items_machobrace,Items_hondewberry,Items_repeatball,Items_tr20,Items_firestone,Items_tr02,Items_galaricacuff,Items_powerbelt,Items_powerbracer,Items_fairymemory,Items_cherishball,Items_rustedsword,Items_parkball,Items_powerlens,Items_tamatoberry,Items_dousedrive,Items_dragonmemory,Items_dragonscale,Items_tr55,Items_ultraball,Items_adamantorb,Items_rockmemory,Items_chippedpot,Items_tr89,Items_destinyknot,Items_cloversweet,Items_habanberry,Items_shinystone,Items_tr67,Items_kebiaberry,Items_powerband,Items_kelpsyberry,Items_tr08,Items_grassmemory,Items_leek,Items_nestball,Items_fastball,Items_tr78,Items_tr07,Items_rarebone,Items_waterstone,Items_quickpowder,Items_metalpowder,Items_fossilizedfish,Items_thickclub,Items_rustedshield,Items_blukberry,Items_tr14,Items_souldew,Items_tr00,Items_ovalstone,Items_ribbonsweet,Items_tr41,Items_icememory,Items_chilldrive,Items_icestone,Items_shockdrive,Items_lustrousorb,Items_tr06,Items_pomegberry,Items_magmarizer,Items_tr09,Items_greatball,Items_duskstone,Items_luxuryball,Items_tr17,Items_strawberrysweet,Items_sunstone,Items_upgrade,Items_tr25,Items_burndrive,Items_tr50,Items_sachet,Items_fossilizedbird,Items_moonstone,Items_tr18,Items_moonball,Items_tr91,Items_crackedpot,Items_duskball,Items_flowersweet,Items_premierball,Items_quickball,Items_qualotberry,Items_tr99,Items_tr65,Items_protector,Items_tr94,Items_tr61,Items_tr86,Items_tr36,Items_tr23,Items_tr34,Items_tr72,Items_tr71,Items_tartapple,Items_sweetapple,Items_tr05,Items_tr54,Items_thunderstone,Items_tr83,Items_tr35,Items_tr96,Items_tr38,Items_tr76,Items_dawnstone,Items_tr97,Items_berrysweet,Items_tr37,Items_tr87,Items_tr26,Items_reapercloth,Items_timerball,Items_tr15,Items_tr10,Items_sportball,Items_dubiousdisc,Items_starsweet,Items_safariball,Items_dreamball,Items_tr03,Items_tr39,Items_levelball,Items_tr70,Items_tr24,Items_tr53
Heatran,1485104,421673,4.16e-08,0.0,,0.0004209797,1.012594321,3.903e-06,0.0799629194,0.0001346604,,0.0788591493,3.425e-07,,0.0004351216,0.0448945544,0.0,29.9679236216,1.457154527,1.0879279479,0.262941344,2.77722e-05,,,6.829e-07,0.013994808,0.0,0.0464845636,1.7898e-06,0.0,3.07579e-05,1.0222917936,1.4493238024,27.2325974132,35.084340643,0.0459772378,,663.4954473179,0.0,24.6402896322,0.0006469248,9.9659e-06,,0.0001750115,0.0,,,0.0841062707,0.0,0.0,0.007053328,,0.0,0.00624492,0.0,0.0004666079,0.0625368121,0.0,,0.0056011599,5.5e-09,0.0,0.0,0.2270412206,1.09617e-05,0.0028924061,,0.0,0.0,,,,,0.0,4.009e-07,,,,,,0.0373887843,0.0,,,,,0.0,,0.0,,,3.86637e-05,0.0,,0.0,,,0.0,,2.11988e-05,,1e-10,,3.0793757747,,,6.759e-07,1.6499e-06,,0.0,0.0,,,,,0.0097668847,8.776e-07,,0.0079240129,0.0,,,,1.002e-07,,0.0,0.0,0.0750705292,,,,,,,,,,,,,,0.0,,2.71e-08,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,6.8251e-06,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbaracle,1485104,4796,,,,,0.0,,1.0303e-06,0.0,,0.1034108773,7.62442e-05,,,,,,0.0,3.44411e-05,0.6358263317,,,,0.0,0.0008971516,0.0,0.0306252957,1.71e-08,0.0,,,0.0,0.0,,0.0309392797,,1.7296e-06,,0.0004442153,0.0,0.0,,,,,0.0,2.05158e-05,,,,0.0,,,,,,,,0.0471195956,0.0,,,,,,,0.0017929549,,0.0,,0.0,,,0.0,,,0.0,,,,,,,0.0,,,,0.0886847898,2.801e-07,,,,0.0,,,,,,2.7014e-06,,,,0.0,,,,0.0,,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,3.71432e-05,,,,,,,,,,,,,,,0.0,5.5525e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Tyrantrum,1485104,11067,,3.3869e-06,,,0.0,,0.0007888313,0.0,,0.1167358118,3.72555e-05,,,,0.0,5.556e-07,2.16568e-05,0.0068538047,6.1849895984,1e-10,,,,0.0,,0.1843643472,,3.48716e-05,,0.0,1.3104e-06,0.0,0.0,0.1352115285,,0.0004257397,,3.1576256984,,0.0003725749,0.0,,,,0.0,6.66915e-05,,,,,0.0,2.544e-07,,1e-10,1.89298e-05,,,3.7936050424,0.0237750514,,,,,0.0,,7.3172e-06,,,,,,,4.1e-09,,,0.0,,2.04e-08,,,,,,,,,,3.41e-08,0.0,0.0,,,,,,0.0,0.0,0.0001422608,,0.0,,0.1012898009,,0.0,,,,,,,,,,,1.103e-07,0.0,,,,,,,,0.0,,,,,,,,,,,2.568e-07,,,0.0,,,,,0.0,,,,,,,,4.37138e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragapult,1485104,539665,0.0005543453,0.0007447548,1.1876e-06,4.527e-07,0.0001716258,,0.1542696648,0.0172062455,,1.874764259,0.0047587187,1.846e-07,0.0052871807,0.0028001662,0.0448044574,0.0059575564,0.6141483527,0.8877134204,95.1825402751,0.0060199156,,,0.0002487568,0.1495338541,0.0002579275,45.7667870698,0.0020349025,0.6587743621,0.00162228,1.34e-08,246.5077268031,0.3214498541,340.3342463238,0.0005988043,,182.3654274144,0.0,15.9709169968,1.489e-07,3.4721e-05,0.0,0.0002346777,0.0268705207,,5.22853e-05,0.0653326955,0.0,1.94e-07,6.02525e-05,0.0,0.3983793137,2.37884e-05,0.0,0.0023760085,8.597e-07,4.52e-08,,26.7765974785,0.2023441793,0.0,1e-10,0.0,0.0254941467,0.004809211,0.0,0.0001541204,0.0,,1.93e-08,0.0,0.0,3.9867e-06,0.0096864908,0.0,,0.4365421772,0.0,6.7534e-06,,0.0,0.0,0.0,0.0,,1.4126e-06,0.0,0.0040724673,,0.0,0.0013677907,1.1355e-06,0.0525006429,0.0,,0.0,5.3575e-06,,0.0347319194,,0.0002570072,,0.0,9e-09,0.0,,0.0,0.0017403739,,0.0,0.0,1.5136927842,,0.0,0.0,0.12334442,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0365497617,,,,0.0,1.0962575088,,,,,,,0.0,0.0036243959,1.0757338733,0.0001038193,4.648e-07,0.0,,0.0,,,,,,9.93152e-05,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,9.025e-07,,,,0.0,,,3.6446e-06,2.0355e-06,,0.0,0.0,,0.0,,,,2.75055e-05,,,,,,,,,,,,,,,,,,,1.34477e-05,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
Terrakion,1485104,22950,,,,,0.0013883462,,0.000130244,1.34e-07,,2.9238754947,0.0102978996,,,,0.0,0.0012932876,0.0103330434,0.0007350784,6.4839110949,1.574e-07,0.0001732927,,0.0,1.90787e-05,,0.0002042216,0.2036570017,,0.0,,2.2511e-06,,0.0,4.64715e-05,,0.0127607827,1.387e-07,0.7333918722,2e-10,0.0,8.54e-08,,,,,1.231e-07,,,,,,,,3.1e-09,0.0,,,3.6692866845,3.83864e-05,,,,,0.0,,3.0110661039,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,,0.0,0.0057730307,,1.1462e-06,,,,,,5.76573e-05,0.0,0.0,,2e-10,,0.1783956635,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing-Galar,1485104,17951,0.0,0.0,,,,,0.4258645966,1.842e-07,,0.000332468,,0.0,3.2924e-06,2.53924e-05,,0.0003025964,0.0014304943,3.4188e-06,0.0020284607,1.28651e-05,,,2.66101e-05,0.0161475818,,2.63449e-05,0.0,,,0.0,0.0030889629,,0.0162743591,0.0,,0.2755277159,1.3e-09,1.3988110761,8.37866e-05,0.0,,,,,,0.0022632567,,,0.0,,,0.0,2.0794129181,0.0,0.0,,,4.84e-08,,,0.0,,,,0.0004244104,0.0,4e-10,,1.436e-07,,,,1.78663e-05,0.0,,,,,0.0,,0.0001330704,,3.00279e-05,,,,,,,,,,,,5.18006e-05,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,0.0002370264,,,,,,,,1.2996e-06,,,,3.284e-07,,,0.2792856445,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardevoir,1485104,36276,0.0,0.0018741137,,,,,0.0007727896,0.0012085575,,0.014049298,,0.0,0.0005348448,1.62868e-05,0.0,4.3436e-06,0.0602976065,0.1982498652,0.0071026058,8.97197e-05,0.0,,0.0,0.011805487,5.98905e-05,1.90943e-05,0.0001693366,7.086e-07,,0.0,0.0010975094,0.0,0.0668977029,0.0004610517,,0.5373720502,0.0,1.231586358,0.000196477,0.0003505118,3.41e-07,4.33456e-05,0.0002435488,,0.0,0.0006404329,,2.882e-07,0.0003801489,2e-10,2.1714e-06,0.0,3.71e-08,0.0001105615,0.0011230369,,,6.50352e-05,0.0001722852,0.0,,0.0,2.636e-07,5e-10,5.3e-09,0.0519486658,,,0.0001107682,,,,3.30686e-05,,,,,0.0,,,0.0,0.0,,,,,0.0,,1.42536e-05,1.6e-09,0.0,0.0,,,0.0,1.2e-09,,,0.0003469973,0.0,,0.0,,0.0029218131,,,0.0015107193,,2e-10,,0.0014780361,,0.0,,0.0,,,,2.4382e-06,,,0.0,,,0.0002197434,0.0,,,0.0019926017,2.9551e-06,0.0,0.0,,0.0001775683,,,,,,,0.0,,,,4.2034e-06,,,0.0,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6.1284e-06,,,,,,,,,,,,,,,,,,,,2.73e-08,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regieleki,1485104,265474,0.0,4.03434e-05,4.25873e-05,,0.0,,0.1189360728,3.55376e-05,,1.1103579165,0.0026551291,2.0551e-06,0.0010866902,0.0055803095,0.0,0.1228046341,0.0359046807,0.0410979262,1.340144943,0.0017730234,0.0,,0.0,0.0111397315,5.5021e-06,0.0069201485,0.0140452045,1.1751e-05,4.5695e-06,,111.0388639142,3.0549e-06,72.5099094575,0.0013350157,,0.0964236528,0.0,0.6074593401,0.0,6.10216e-05,7.13e-08,0.0001472301,0.0036223,,5.13357e-05,0.0192622403,0.0001979601,0.0077094822,0.0006072657,0.0088949593,0.1169291765,8.5e-09,0.0,9.50437e-05,0.0041893217,,0.0,1.1106649091,0.0109197783,,0.0,1.5211e-06,4.6494e-06,0.0552639285,,9.21335e-05,0.043414617,,0.0,,,,0.0008393225,,,,0.0,,,,,,0.0021651685,,0.0,,,,,0.0001491495,9.9e-08,,2.1266e-06,0.0,,,,1.5098e-06,,3.51571e-05,0.0,7.02664e-05,,,,5.56138e-05,,,0.0004596632,,41.6034226914,0.0002296528,0.0,0.0335687022,0.0,,0.0373282995,,,,,0.0,,,,,,0.0121317863,,,,0.010626233,7.59e-08,,0.0,,,3.3884616773,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0005862431,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,1.5e-09,,,,,,,,,,,0.0,,,,,,0.0,,1.219e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conkeldurr,1485104,58971,,,,,0.0,,4.04504e-05,,,0.0017811697,,0.0001113665,0.0,0.0,,,0.8114036459,0.000151184,0.1336908801,0.0,,0.0,,1.12089e-05,,0.0010461903,0.0,9.3339e-06,,,0.0001874991,0.0,0.0,,,0.2960330889,0.0,3.79022e-05,,1.97417e-05,,9.5332484484,,,0.0,0.0044009189,,,0.0,,0.0,,,0.0,0.0,,,0.3500721675,0.0137157835,,,,0.0,0.0045609377,0.0001758097,0.0,,,,,,,0.0,0.0,,0.0,1.3e-09,,,,,,,,,,,,,0.0,,,,,0.0,0.0064564076,,1.83637e-05,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,1485104,64859,0.0,4.6e-07,0.0,,,,0.5054385246,0.0,,1.12103e-05,,,0.0,0.0,,0.0,18.4472424547,0.2201507494,0.0148743405,0.0,,,1e-09,2.961e-06,0.0,0.0021808898,,0.0,,,303.1124151721,0.0,0.1826567696,,,1.3681349663,,1.5175747743,0.0,0.0,,0.0,0.0,,,0.0591759986,,0.0,0.0,0.0,0.0,1.02e-08,,0.0,,,,0.0015631669,0.000362282,0.0,0.0,0.0,1.4879e-06,0.0,,,,0.0148159373,0.0,,,,0.0,,,,,,0.0,,,,2.4441e-06,,,0.0,,,,,0.0,0.0030295028,,,,,5.20531e-05,0.0,7.55e-08,3.0987e-05,,,,0.0,,,,,3.825005617,,3.09763e-05,,,0.0,,0.0,,0.0,,,,,,3.63e-08,,,,,,0.08219601,0.0,,,1.41e-08,,,,,,,,,,,2.69318e-05,,,,,,,,,,,,,,1e-10,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drampa,1485104,3779,4.7885e-06,,,,0.0,,0.0,0.0,,0.0018594144,,0.0,4.4816e-06,0.0,,,0.00272543,9.724e-07,0.3119288155,0.0006876099,,,2.82e-08,2.81604e-05,,0.0017403739,,,3.56203e-05,,2.0055e-06,0.0,0.0313700143,0.0,,0.1784272849,,1.1863e-06,,0.0,,,3.5e-09,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,1.54459e-05,6.2101e-06,,,6e-10,,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,2.19e-07,,,0.0020412129,,,,,,0.0005988656,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0002077084,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stunfisk,1485104,1778,,,,,,,6.8673e-06,,,1.33e-08,,,0.0,0.0,,3.54e-08,0.0002847573,,0.0,0.0,,,,6.89588e-05,,0.0,,,,,1e-10,,0.0,,,4.6162891071,,0.0,,0.0,,,,,,0.0,,0.0,0.0055034839,,,0.0,,0.0,,,,,0.0,,,,0.0010730373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82451e-05,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopunny,1485104,3948,,,,,0.0,,1.6902e-06,0.0,,0.145831133,,0.0001853912,0.0,0.0,,,0.5147797356,3.5785e-06,0.0005309762,1.63728e-05,2.9233e-06,,2.0885e-06,0.0,0.0041875263,0.0,,0.0,,,6.21e-08,0.0,0.0006238612,1.72388e-05,,0.0008211236,0.0,0.0440602672,0.0,0.0,,0.0004300561,,,0.0001635784,0.0007527852,7.6801e-06,,0.0,0.0145254983,0.0,,0.0018449812,4.95e-08,0.0,3e-09,,0.0002474282,0.0,,0.0505750437,,,2.96796e-05,0.0,3.2348e-06,2.329e-07,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,1.523e-07,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcremie,1485104,3643,,,,,,,0.0024067311,,,4.6977e-06,0.0,,0.0,0.0,,,7.8262e-06,1.3e-09,0.0006259293,0.0,,,0.0,0.0027380954,,1e-10,,1.56e-08,,,6.49724e-05,,0.0015213628,,,0.0831964879,,0.0,0.0,2e-10,0.0,0.0,0.0,,,1.60596e-05,,,0.0,,,,,0.0,,,,,,,,,,0.0,,9.5e-09,,,,,0.0,,1.3779e-06,,,,0.0,,,,0.8679474765,,,,,,,,1e-08,,4.1e-09,,,,,,,,4.9872e-06,,,,,,,,,,0.0035470489,,0.0,,,,,,,,,,,,,,0.000457141,,,1.53761e-05,1.95022e-05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Rotom-Mow,1485104,8874,0.0,,1e-09,,,,0.0354102053,0.0,,0.0006515319,,0.0,0.0005077442,,0.0,,7.60233e-05,3.26e-08,0.0011474774,0.0002216354,5.88834e-05,,,0.0001143816,,1.658e-07,,0.0,,,0.1089422194,,0.0224624113,0.0,,0.0602634329,,2.0568249275,,0.0,,,0.0,,,0.0002027638,,0.0,0.0,0.0,0.0,0.0,0.0,2.22124e-05,0.0,,,3.15e-08,2e-10,,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,0.0,,,,2.66105e-05,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,4.513e-07,0.0,,0.0358108404,,,,7.54246e-05,,,0.0,,,,,0.0001271176,0.0,,4.12373e-05,,0.0,,,,,0.0,,,,,0.0037344286,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0002448199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34674e-05,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audino,1485104,4675,,0.0,,,0.1398308947,,1.897e-07,,,0.0006539343,,,0.0,0.0003385213,,,0.0,,0.0,6.66253e-05,6.4e-09,,0.4448662457,1.20528e-05,,,,,,,5.8761580905,,6.92338e-05,,,4.6641227697,,0.0,0.0053878542,0.0,0.0,0.0,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,6.46273e-05,0.0,,,0.0,0.0,,1.83271e-05,0.0,,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0063047107,,,,,,,,,,,,0.0031636609,,0.0118723436,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawlucha,1485104,208657,,,0.0,,,,0.0070918719,0.0131840446,,0.212826328,2e-10,1.7799e-06,3.68202e-05,0.000120064,59.4724723868,0.0003156708,0.000740895,0.006966911,0.0250415672,4.1799817327,0.0,,6.3e-09,0.0640349364,3.67e-08,0.0624737541,0.0,0.0093690467,0.0,2.2552e-06,0.0287255791,7.6646845749,0.0,0.0025509067,,0.0084682137,4.7576522428,0.0247888866,0.0448395742,5.21603e-05,0.0102775965,0.0,0.0,,0.0169816004,0.0104840323,0.0,60.6131912748,5.84e-08,,0.0216782477,0.0,0.0,0.0142157754,1.7046e-06,,,0.0616404573,0.0203172077,0.0,0.0,,1.0887e-06,7.72e-08,1.68548e-05,0.0050439316,0.0009002703,0.0,18.5235358216,1.3e-09,0.0,0.0,0.0069021993,0.0,3.48626e-05,0.0,1.26e-08,0.0,7.26706e-05,0.0,0.0006689138,0.0025641495,,,,,0.4299243391,,0.0,0.0084772646,8.31357e-05,,6.27e-08,,3.1e-09,0.0042609882,,0.0090929199,,5.36602e-05,1.4453e-06,,,,,0.0,0.0001025865,,9.418e-07,,,0.0,0.0,,9.17e-08,,,,,,,0.0,0.0,,0.0,0.0,,2.12591e-05,,0.0,3.80177e-05,,0.0,,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,,7e-10,1.49261e-05,0.0,,,,,,,0.5846476286,,,,,,,,,,,,,,,,0.0,0.0,0.0002802947,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,1.25e-07,,,,2.05663e-05,,,,,,,,,,2.6563e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,7.99e-08,,,,,,,,,,,,,,,,,
Sandslash-Alola,1485104,6946,,,0.0,0.0,0.0,,0.0006702129,0.0,,0.0161222582,0.0,,0.0,0.0,,2.2671e-06,0.0004328173,0.0012294524,6.5739939546,0.0,,,0.0,1.911e-07,,2.8e-08,0.0,0.0047972185,0.0,,0.0424552682,,0.0,0.0107165883,0.0104668792,0.0667855955,,0.0008104646,0.0,0.0,0.0010076227,,,,,2.97052e-05,,,1.16126e-05,,0.0188804047,0.0,,1.5383e-06,1.0129e-06,,,0.0940212529,0.0,0.0,,,1e-10,0.0,0.0,1.56e-08,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0003370773,,,,8.33e-08,,,,,,,,,4.9219e-06,,,,,0.0,,,,,,,,,,8.0675e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.498e-07,,,,,,,3.35914e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
